"","Simulation","Member1","Member2","Member3","Member4","Member5","Score","Rank","Weight"
"data.594","sim595","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","LINCOLN KALIYA","LEW MYLI","172.072","1","3"
"data.595","sim596","BILES SIMONE","MCCLAIN KONNOR","CHILES JORDAN","LINCOLN KALIYA","MILLER ZOE","172.42525","1","3"
"data.596","sim597","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","BLAKELY SKYE","WONG LEANNE","173.75975","1","3"
"data.597","sim598","BILES SIMONE","MCCLAIN KONNOR","MILLER ZOE","WONG LEANNE","CHILES JORDAN","170.77675","1","3"
"data.598","sim599","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","WONG LEANNE","BLAKELY SKYE","174.38775","1","3"
"data.599","sim600","BILES SIMONE","MCCLAIN KONNOR","SUMANASEKERA TIANA","CHILES JORDAN","JONES SHILESE","174.741","1","3"
"data.600","sim601","BILES SIMONE","MCCLAIN KONNOR","SUMANASEKERA TIANA","CHILES JORDAN","BLAKELY SKYE","173.28875","1","3"
"data.601","sim602","BILES SIMONE","JONES SHILESE","CAREY JADE","ROBERSON JOSCELYN","MILLER ZOE","173.171","1","3"
"data.602","sim603","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","LINCOLN KALIYA","WONG LEANNE","174.85875","1","3"
"data.603","sim604","BILES SIMONE","MCCLAIN KONNOR","CHILES JORDAN","LINCOLN KALIYA","JONES SHILESE","172.3075","1","3"
"data.604","sim605","BILES SIMONE","MCCLAIN KONNOR","LINCOLN KALIYA","JONES SHILESE","CAREY JADE","173.36725","1","3"
"data.605","sim606","BILES SIMONE","MCCLAIN KONNOR","SUMANASEKERA TIANA","MILLER ZOE","JONES SHILESE","172.50375","1","3"
"data.606","sim607","BILES SIMONE","MCCLAIN KONNOR","LINCOLN KALIYA","WONG LEANNE","JONES SHILESE","171.01225","1","3"
"data.607","sim608","BILES SIMONE","MCCLAIN KONNOR","LINCOLN KALIYA","JONES SHILESE","MILLER ZOE","171.2085","1","3"
"data.608","sim609","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","ROBERSON JOSCELYN","BLAKELY SKYE","172.229","1","3"
"data.609","sim610","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","BLAKELY SKYE","WONG LEANNE","170.61975","1","3"
"data.610","sim611","BILES SIMONE","MCCLAIN KONNOR","SUMANASEKERA TIANA","JONES SHILESE","MILLER ZOE","174.54475","1","3"
"data.611","sim612","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","LINCOLN KALIYA","MILLER ZOE","175.4475","1","3"
"data.612","sim613","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CHILES JORDAN","MILLER ZOE","173.44575","1","3"
"data.613","sim614","BILES SIMONE","CAREY JADE","MCCLAIN KONNOR","MILLER ZOE","BLAKELY SKYE","173.799","1","3"
"data.614","sim615","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","LINCOLN KALIYA","BLAKELY SKYE","173.75975","1","3"
"data.615","sim616","BILES SIMONE","SULLIVAN ASHLEE","LINCOLN KALIYA","BLAKELY SKYE","CHILES JORDAN","171.09075","1","3"
"data.616","sim617","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","WONG LEANNE","FATTA ADDISON","172.1505","1","3"
"data.617","sim618","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","172.072","1","3"
"data.618","sim619","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","LINCOLN KALIYA","MILLER ZOE","172.7","1","3"
"data.619","sim620","BILES SIMONE","MCCLAIN KONNOR","LINCOLN KALIYA","JONES SHILESE","MILLER ZOE","172.50375","1","3"
"data.620","sim621","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","MILLER ZOE","174.0345","1","3"
"data.621","sim622","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","MILLER ZOE","CAREY JADE","173.75975","1","3"
"data.622","sim623","BILES SIMONE","MCCLAIN KONNOR","ROBERSON JOSCELYN","JONES SHILESE","CAREY JADE","173.8775","1","3"
"data.623","sim624","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","CHILES JORDAN","173.956","1","3"
"data.624","sim625","BILES SIMONE","MCCLAIN KONNOR","ROBERSON JOSCELYN","JONES SHILESE","CAREY JADE","171.64025","1","3"
"data.625","sim626","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","171.48325","1","3"
"data.626","sim627","BILES SIMONE","MCCLAIN KONNOR","CHILES JORDAN","MILLER ZOE","CAREY JADE","172.97475","1","3"
"data.627","sim628","BILES SIMONE","MCCLAIN KONNOR","SULLIVAN ASHLEE","CHILES JORDAN","MILLER ZOE","174.3485","1","3"
"data.628","sim629","BILES SIMONE","MCCLAIN KONNOR","SULLIVAN ASHLEE","LINCOLN KALIYA","MILLER ZOE","170.77675","1","3"
"data.629","sim630","BILES SIMONE","MCCLAIN KONNOR","SUMANASEKERA TIANA","CHILES JORDAN","JONES SHILESE","172.42525","1","3"
"data.630","sim631","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","MILLER ZOE","WONG LEANNE","172.11125","1","3"
"data.631","sim632","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","BLAKELY SKYE","CHILES JORDAN","171.601","1","3"
"data.632","sim633","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","LINCOLN KALIYA","WONG LEANNE","172.7","1","3"
"data.633","sim634","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","ROBERSON JOSCELYN","CAREY JADE","174.46625","1","3"
"data.634","sim635","BILES SIMONE","MCCLAIN KONNOR","MATTHEWS NOLA","MUELLER ELLE","JONES SHILESE","173.21025","1","3"
"data.635","sim636","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CHILES JORDAN","JONES SHILESE","173.7205","1","3"
"data.636","sim637","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","174.85875","1","3"
"data.637","sim638","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","JONG KATELYN","CAREY JADE","171.3655","1","3"
"data.638","sim639","BILES SIMONE","MCCLAIN KONNOR","WONG LEANNE","JONES SHILESE","MILLER ZOE","173.799","1","3"
"data.639","sim640","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","LINCOLN KALIYA","JONES SHILESE","172.26825","1","3"
"data.640","sim641","BILES SIMONE","MCCLAIN KONNOR","LINCOLN KALIYA","BLAKELY SKYE","JONES SHILESE","173.7205","1","3"
"data.641","sim642","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","MILLER ZOE","172.386","1","3"
"data.642","sim643","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","CHILES JORDAN","SUMANASEKERA TIANA","173.36725","1","3"
"data.643","sim644","BILES SIMONE","LINCOLN KALIYA","MCCLAIN KONNOR","BLAKELY SKYE","JONES SHILESE","175.2905","1","3"
"data.644","sim645","BILES SIMONE","MCCLAIN KONNOR","WONG LEANNE","CHILES JORDAN","JONES SHILESE","173.5635","1","3"
"data.645","sim646","BILES SIMONE","MCCLAIN KONNOR","LINCOLN KALIYA","JONES SHILESE","MILLER ZOE","173.799","1","3"
"data.646","sim647","BILES SIMONE","MCCLAIN KONNOR","WONG LEANNE","CAREY JADE","JONES SHILESE","174.38775","1","3"
"data.647","sim648","BILES SIMONE","MCCLAIN KONNOR","SULLIVAN ASHLEE","JONES SHILESE","BLAKELY SKYE","173.171","1","3"
"data.648","sim649","BILES SIMONE","MCCLAIN KONNOR","ROBERSON JOSCELYN","JONES SHILESE","MILLER ZOE","174.427","1","3"
"data.649","sim650","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","JONES SHILESE","CAREY JADE","173.91675","1","3"
"data.650","sim651","BILES SIMONE","MCCLAIN KONNOR","SUMANASEKERA TIANA","ROBERSON JOSCELYN","BLAKELY SKYE","172.386","1","3"
"data.651","sim652","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","BLAKELY SKYE","MILLER ZOE","174.1915","1","3"
"data.652","sim653","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","ROBERSON JOSCELYN","JONES SHILESE","173.68125","1","3"
"data.653","sim654","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","CAREY JADE","CHILES JORDAN","174.0345","1","3"
"data.654","sim655","BILES SIMONE","MCCLAIN KONNOR","ROBERSON JOSCELYN","CHILES JORDAN","MILLER ZOE","171.09075","1","3"
"data.655","sim656","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CAREY JADE","MILLER ZOE","173.52425","1","3"
"data.656","sim657","BLAKELY SKYE","MCCLAIN KONNOR","BILES SIMONE","JONES SHILESE","LINCOLN KALIYA","172.7","1","3"
"data.657","sim658","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","DISIDORE AMELIA","172.50375","1","3"
"data.658","sim659","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","JONES SHILESE","CAREY JADE","174.9765","1","3"
"data.659","sim660","BILES SIMONE","MCCLAIN KONNOR","WONG LEANNE","MILLER ZOE","CAREY JADE","173.75975","1","3"
"data.660","sim661","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","CHILES JORDAN","MILLER ZOE","173.5635","1","3"
"data.661","sim662","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","MILLER ZOE","172.03275","1","3"
"data.662","sim663","BILES SIMONE","JONES SHILESE","ROBERSON JOSCELYN","WONG LEANNE","CAREY JADE","173.799","1","3"
"data.663","sim664","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","JONES SHILESE","CAREY JADE","172.229","1","3"
"data.664","sim665","BILES SIMONE","MCCLAIN KONNOR","SULLIVAN ASHLEE","CHILES JORDAN","JONES SHILESE","173.28875","1","3"
"data.665","sim666","BILES SIMONE","MCCLAIN KONNOR","SUMANASEKERA TIANA","JONES SHILESE","MILLER ZOE","173.799","1","3"
"data.666","sim667","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","WONG LEANNE","CAREY JADE","174.07375","1","3"
"data.667","sim668","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","MILLER ZOE","ROBERSON JOSCELYN","173.68125","1","3"
"data.668","sim669","BILES SIMONE","MCCLAIN KONNOR","SUMANASEKERA TIANA","BLAKELY SKYE","JONES SHILESE","176.5465","1","3"
"data.669","sim670","BILES SIMONE","MCCLAIN KONNOR","LINCOLN KALIYA","JONES SHILESE","CAREY JADE","173.75975","1","3"
"data.670","sim671","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","MILLER ZOE","CHILES JORDAN","173.0925","1","3"
"data.671","sim672","BILES SIMONE","JONG KATELYN","MCCLAIN KONNOR","JONES SHILESE","ZEISS LEXI","172.072","1","3"
"data.672","sim673","BILES SIMONE","MCCLAIN KONNOR","CHILES JORDAN","MILLER ZOE","WONG LEANNE","172.4645","1","3"
"data.673","sim674","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","LINCOLN KALIYA","JONES SHILESE","172.4645","1","3"
"data.674","sim675","BILES SIMONE","MCCLAIN KONNOR","BLAKELY SKYE","JONES SHILESE","CAREY JADE","174.38775","1","3"
"data.675","sim676","BILES SIMONE","MCCLAIN KONNOR","WONG LEANNE","CAREY JADE","JONES SHILESE","172.6215","1","3"
"data.676","sim677","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","MILLER ZOE","CAREY JADE","173.0925","1","3"
"data.677","sim678","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","172.66075","1","3"
"data.678","sim679","BILES SIMONE","MCCLAIN KONNOR","LINCOLN KALIYA","JONES SHILESE","MILLER ZOE","170.973","1","3"
"data.679","sim680","BILES SIMONE","MCCLAIN KONNOR","CHILES JORDAN","BLAKELY SKYE","CAREY JADE","173.05325","1","3"
"data.680","sim681","BILES SIMONE","BLAKELY SKYE","CHILES JORDAN","MCCLAIN KONNOR","JONES SHILESE","173.7205","1","3"
"data.681","sim682","BILES SIMONE","CHILES JORDAN","MCCLAIN KONNOR","CAREY JADE","MILLER ZOE","173.0925","1","3"
"data.682","sim683","BILES SIMONE","MCCLAIN KONNOR","ROBERSON JOSCELYN","JONES SHILESE","MILLER ZOE","175.17275","1","3"
"data.683","sim684","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","LINCOLN KALIYA","JONG KATELYN","172.072","1","3"
"data.684","sim685","BILES SIMONE","MCCLAIN KONNOR","ROBERSON JOSCELYN","JONES SHILESE","MILLER ZOE","174.30925","1","3"
"data.685","sim686","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","CAREY JADE","BLAKELY SKYE","171.9935","1","3"
"data.686","sim687","BILES SIMONE","MCCLAIN KONNOR","CHILES JORDAN","JONES SHILESE","MILLER ZOE","172.89625","1","3"
"data.687","sim688","BILES SIMONE","MCCLAIN KONNOR","ROBERSON JOSCELYN","MILLER ZOE","JONES SHILESE","170.188","1","3"
"data.688","sim689","BILES SIMONE","MCCLAIN KONNOR","CHILES JORDAN","ROBERSON JOSCELYN","MILLER ZOE","172.66075","1","3"
"data.689","sim690","BILES SIMONE","CAREY JADE","MCCLAIN KONNOR","JONES SHILESE","WONG LEANNE","172.9355","1","3"
"data.690","sim691","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","MILLER ZOE","CHILES JORDAN","172.386","1","3"
"data.691","sim692","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","CAREY JADE","MILLER ZOE","171.01225","1","3"
"data.692","sim693","BILES SIMONE","SUMANASEKERA TIANA","WONG LEANNE","JONES SHILESE","CAREY JADE","173.44575","1","3"
"data.693","sim694","BILES SIMONE","MCCLAIN KONNOR","WONG LEANNE","JONES SHILESE","MILLER ZOE","173.91675","1","3"
"data.694","sim695","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","MILLER ZOE","CAREY JADE","172.4645","1","3"
"data.695","sim696","BILES SIMONE","BLAKELY SKYE","JONES SHILESE","LINCOLN KALIYA","MATTHEWS NOLA","172.26825","1","3"
"data.696","sim697","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","MATTHEWS NOLA","172.386","1","3"
"data.697","sim698","BILES SIMONE","BLAKELY SKYE","CAREY JADE","WONG LEANNE","MATTHEWS NOLA","171.3655","1","3"
"data.698","sim699","BILES SIMONE","CAREY JADE","MCCLAIN KONNOR","JONES SHILESE","CHILES JORDAN","173.91675","1","3"
"data.699","sim700","BILES SIMONE","MCCLAIN KONNOR","WONG LEANNE","BLAKELY SKYE","JONES SHILESE","171.13","1","3"
"data.700","sim701","BILES SIMONE","CHILES JORDAN","MCCLAIN KONNOR","MILLER ZOE","BLAKELY SKYE","171.3655","1","3"
"data.701","sim702","BILES SIMONE","CHILES JORDAN","MCCLAIN KONNOR","BLAKELY SKYE","JONES SHILESE","173.36725","1","3"
"data.702","sim703","BILES SIMONE","MCCLAIN KONNOR","LINCOLN KALIYA","BLAKELY SKYE","CHILES JORDAN","174.07375","1","3"
"data.703","sim704","BILES SIMONE","MCCLAIN KONNOR","WONG LEANNE","JONES SHILESE","ROBERSON JOSCELYN","174.584","1","3"
"data.704","sim705","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","ROBERSON JOSCELYN","MILLER ZOE","173.52425","1","3"
"data.705","sim706","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","CHILES JORDAN","JONES SHILESE","174.427","1","3"
"data.706","sim707","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","CAREY JADE","BLAKELY SKYE","173.171","1","3"
"data.707","sim708","BILES SIMONE","MCCLAIN KONNOR","SUMANASEKERA TIANA","JONES SHILESE","LINCOLN KALIYA","172.73925","1","3"
"data.708","sim709","BILES SIMONE","MCCLAIN KONNOR","ROBERSON JOSCELYN","JONES SHILESE","MILLER ZOE","173.13175","1","3"
"data.709","sim710","BILES SIMONE","MCCLAIN KONNOR","SULLIVAN ASHLEE","JONES SHILESE","MILLER ZOE","172.50375","1","3"
"data.710","sim711","BILES SIMONE","MCCLAIN KONNOR","ROBERSON JOSCELYN","CHILES JORDAN","JONES SHILESE","173.99525","1","3"
"data.711","sim712","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","LINCOLN KALIYA","JONES SHILESE","172.7","1","3"
"data.712","sim713","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","JONG KATELYN","172.9355","1","3"
"data.713","sim714","BILES SIMONE","BLAKELY SKYE","JONES SHILESE","ROSEN KATELYN","MILLER ZOE","173.75975","1","3"
"data.714","sim715","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","CHILES JORDAN","WONG LEANNE","172.7","1","3"
"data.715","sim716","BILES SIMONE","ROBERSON JOSCELYN","SUMANASEKERA TIANA","JONES SHILESE","CHILES JORDAN","171.5225","1","3"
"data.716","sim717","BILES SIMONE","MCCLAIN KONNOR","ROBERSON JOSCELYN","JONES SHILESE","MILLER ZOE","174.741","1","3"
"data.717","sim718","BILES SIMONE","MCCLAIN KONNOR","CHILES JORDAN","WONG LEANNE","JONES SHILESE","172.42525","1","3"
"data.718","sim719","BILES SIMONE","MCCLAIN KONNOR","ROBERSON JOSCELYN","JONES SHILESE","CHILES JORDAN","172.11125","1","3"
"data.719","sim720","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","JONES SHILESE","WONG LEANNE","170.816","1","3"
"data.720","sim721","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","MILLER ZOE","173.2495","1","3"
"data.721","sim722","BILES SIMONE","MCCLAIN KONNOR","LINCOLN KALIYA","BLAKELY SKYE","JONES SHILESE","173.485","1","3"
"data.722","sim723","BILES SIMONE","CAREY JADE","ROBERSON JOSCELYN","BLAKELY SKYE","CHILES JORDAN","171.5225","1","3"
"data.723","sim724","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","CHILES JORDAN","WONG LEANNE","174.93725","1","3"
"data.724","sim725","BILES SIMONE","MCCLAIN KONNOR","SUMANASEKERA TIANA","CAREY JADE","MILLER ZOE","172.34675","1","3"
"data.725","sim726","BILES SIMONE","BLAKELY SKYE","CAREY JADE","JONES SHILESE","MATTHEWS NOLA","173.171","1","3"
"data.726","sim727","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","MILLER ZOE","WONG LEANNE","173.2495","1","3"
"data.727","sim728","BILES SIMONE","SUMANASEKERA TIANA","JONES SHILESE","MCCLAIN KONNOR","MILLER ZOE","171.601","1","3"
"data.728","sim729","BILES SIMONE","MCCLAIN KONNOR","SUMANASEKERA TIANA","WONG LEANNE","JONES SHILESE","173.171","1","3"
"data.729","sim730","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CAREY JADE","MILLER ZOE","174.23075","1","3"
"data.730","sim731","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","LINCOLN KALIYA","MILLER ZOE","173.4065","1","3"
"data.731","sim732","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","CAREY JADE","CHILES JORDAN","172.03275","1","3"
"data.732","sim733","BILES SIMONE","BLAKELY SKYE","JONES SHILESE","SUMANASEKERA TIANA","CHILES JORDAN","172.73925","1","3"
"data.733","sim734","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","BLAKELY SKYE","CHILES JORDAN","173.52425","1","3"
"data.734","sim735","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","BLAKELY SKYE","JONES SHILESE","173.68125","1","3"
"data.735","sim736","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","BLAKELY SKYE","172.58225","1","3"
"data.736","sim737","BILES SIMONE","MCCLAIN KONNOR","WONG LEANNE","JONES SHILESE","BLAKELY SKYE","172.81775","1","3"
"data.737","sim738","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","LEW MYLI","BLAKELY SKYE","173.8775","1","3"
"data.738","sim739","BILES SIMONE","CAREY JADE","MCCLAIN KONNOR","ROBERSON JOSCELYN","JONES SHILESE","172.18975","1","3"
"data.739","sim740","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CHILES JORDAN","JONES SHILESE","172.6215","1","3"
"data.740","sim741","BILES SIMONE","MCCLAIN KONNOR","LINCOLN KALIYA","MILLER ZOE","BLAKELY SKYE","172.6215","1","3"
"data.741","sim742","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","174.6625","1","3"
"data.742","sim743","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","WONG LEANNE","CHILES JORDAN","172.42525","1","3"
"data.743","sim744","BILES SIMONE","BLAKELY SKYE","CHILES JORDAN","LINCOLN KALIYA","MCCLAIN KONNOR","172.543","1","3"
"data.744","sim745","BILES SIMONE","MCCLAIN KONNOR","ROBERSON JOSCELYN","JONES SHILESE","BLAKELY SKYE","172.66075","1","3"
"data.745","sim746","BILES SIMONE","JONES SHILESE","LINCOLN KALIYA","WONG LEANNE","CAREY JADE","173.8775","1","3"
"data.746","sim747","BILES SIMONE","BLAKELY SKYE","JONES SHILESE","MILLER ZOE","CAREY JADE","172.58225","1","3"
"data.747","sim748","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","MILLER ZOE","CHILES JORDAN","172.18975","1","3"
"data.748","sim749","BILES SIMONE","BLAKELY SKYE","SUMANASEKERA TIANA","JONES SHILESE","MATTHEWS NOLA","173.642","1","3"
"data.749","sim750","BILES SIMONE","MCCLAIN KONNOR","ROBERSON JOSCELYN","JONES SHILESE","CAREY JADE","174.1915","1","3"
"data.750","sim751","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","LINCOLN KALIYA","MILLER ZOE","174.54475","1","3"
"data.751","sim752","BILES SIMONE","MCCLAIN KONNOR","CHILES JORDAN","WONG LEANNE","JONES SHILESE","172.58225","1","3"
"data.752","sim753","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","172.42525","1","3"
"data.753","sim754","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","WONG LEANNE","MILLER ZOE","173.171","1","3"
"data.754","sim755","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","LINCOLN KALIYA","MILLER ZOE","173.44575","1","3"
"data.755","sim756","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CHILES JORDAN","LINCOLN KALIYA","172.58225","1","3"
"data.756","sim757","BILES SIMONE","MCCLAIN KONNOR","CHILES JORDAN","MILLER ZOE","CAREY JADE","172.9355","1","3"
"data.757","sim758","BILES SIMONE","MCCLAIN KONNOR","ROBERSON JOSCELYN","CAREY JADE","JONES SHILESE","172.857","1","3"
"data.758","sim759","BILES SIMONE","MCCLAIN KONNOR","LINCOLN KALIYA","CHILES JORDAN","JONES SHILESE","175.09425","1","3"
"data.759","sim760","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CHILES JORDAN","WONG LEANNE","172.58225","1","3"
"data.760","sim761","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","CHILES JORDAN","LINCOLN KALIYA","173.83825","1","3"
"data.761","sim762","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","MILLER ZOE","173.44575","1","3"
"data.762","sim763","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","174.15225","1","3"
"data.763","sim764","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","174.427","1","3"
"data.764","sim765","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","JONES SHILESE","ZEISS LEXI","172.857","1","3"
"data.765","sim766","BILES SIMONE","MCCLAIN KONNOR","SUMANASEKERA TIANA","CAREY JADE","BLAKELY SKYE","171.3655","1","3"
"data.766","sim767","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","CHILES JORDAN","JONES SHILESE","173.642","1","3"
"data.767","sim768","BILES SIMONE","MCCLAIN KONNOR","CHILES JORDAN","MILLER ZOE","ROBERSON JOSCELYN","173.05325","1","3"
"data.768","sim769","BILES SIMONE","MCCLAIN KONNOR","SUMANASEKERA TIANA","LINCOLN KALIYA","JONES SHILESE","173.956","1","3"
"data.769","sim770","BILES SIMONE","MCCLAIN KONNOR","ROBERSON JOSCELYN","MILLER ZOE","WONG LEANNE","173.68125","1","3"
"data.770","sim771","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","CAREY JADE","LINCOLN KALIYA","172.34675","1","3"
"data.771","sim772","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CHILES JORDAN","JONES SHILESE","175.09425","1","3"
"data.772","sim773","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","MILLER ZOE","CHILES JORDAN","175.2905","1","3"
"data.773","sim774","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","CAREY JADE","BLAKELY SKYE","173.05325","1","3"
"data.774","sim775","BILES SIMONE","CAREY JADE","CHILES JORDAN","BLAKELY SKYE","MILLER ZOE","173.328","1","3"
"data.775","sim776","BILES SIMONE","ROBERSON JOSCELYN","JONES SHILESE","MILLER ZOE","SUMANASEKERA TIANA","174.3485","1","3"
"data.776","sim777","BILES SIMONE","MCCLAIN KONNOR","CHILES JORDAN","BLAKELY SKYE","JONES SHILESE","172.58225","1","3"
"data.777","sim778","BILES SIMONE","CHILES JORDAN","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","172.7","1","3"
"data.778","sim779","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","MATTHEWS NOLA","CAREY JADE","172.543","1","3"
"data.779","sim780","BILES SIMONE","MCCLAIN KONNOR","ROBERSON JOSCELYN","BLAKELY SKYE","JONES SHILESE","172.3075","1","3"
"data.780","sim781","BILES SIMONE","MCCLAIN KONNOR","ROSEN KATELYN","JONES SHILESE","MILLER ZOE","174.62325","1","3"
"data.781","sim782","BILES SIMONE","BLAKELY SKYE","CHILES JORDAN","ROBERSON JOSCELYN","JONES SHILESE","173.21025","1","3"
"data.782","sim783","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","CHILES JORDAN","JONES SHILESE","174.1915","1","3"
"data.783","sim784","BILES SIMONE","MCCLAIN KONNOR","SUMANASEKERA TIANA","JONES SHILESE","MILLER ZOE","172.857","1","3"
"data.784","sim785","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","172.7785","1","3"
"data.785","sim786","BILES SIMONE","CAREY JADE","MCCLAIN KONNOR","ROBERSON JOSCELYN","MILLER ZOE","171.915","1","3"
"data.786","sim787","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","LINCOLN KALIYA","BLAKELY SKYE","172.11125","1","3"
"data.787","sim788","BILES SIMONE","MCCLAIN KONNOR","ROBERSON JOSCELYN","LINCOLN KALIYA","MILLER ZOE","174.23075","1","3"
"data.788","sim789","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","CAREY JADE","BLAKELY SKYE","174.30925","1","3"
"data.789","sim790","BILES SIMONE","MCCLAIN KONNOR","CHILES JORDAN","LINCOLN KALIYA","JONES SHILESE","173.28875","1","3"
"data.790","sim791","BILES SIMONE","SUMANASEKERA TIANA","BLAKELY SKYE","MILLER ZOE","CHILES JORDAN","173.60275","1","3"
"data.791","sim792","BILES SIMONE","MCCLAIN KONNOR","CHILES JORDAN","JONES SHILESE","MILLER ZOE","171.758","1","3"
