"","Simulation","Member11","Member12","Member13","Member14","Member15","Member16","Member17","Member18","Member19","Member110","Member111","Member112","Member113","Member114","Member115","Member116","Member117","Member118","Member119","Member120","Member121","Member21","Member22","Member23","Member24","Member25","Member26","Member27","Member28","Member29","Member210","Member211","Member212","Member213","Member214","Member215","Member216","Member217","Member218","Member219","Member220","Member221","Member31","Member32","Member33","Member34","Member35","Member36","Member37","Member38","Member39","Member310","Member311","Member312","Member313","Member314","Member315","Member316","Member317","Member318","Member319","Member320","Member321","Member41","Member42","Member43","Member44","Member45","Member46","Member47","Member48","Member49","Member410","Member411","Member412","Member413","Member414","Member415","Member416","Member417","Member418","Member419","Member420","Member421","Member51","Member52","Member53","Member54","Member55","Member56","Member57","Member58","Member59","Member510","Member511","Member512","Member513","Member514","Member515","Member516","Member517","Member518","Member519","Member520","Member521","Score1","Score2","Score3","Score4","Score5","Score6","Score7","Score8","Score9","Score10","Score11","Score12","Score13","Score14","Score15","Score16","Score17","Score18","Score19","Score20","Score21"
"data.10","sim761","HONG ASHER","JUDA PAUL","JUDA PAUL","JUDA PAUL","HONG ASHER","JUDA PAUL","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","JUDA PAUL","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","JUDA PAUL","HONG ASHER","HONG ASHER","HONG ASHER","JUDA PAUL","HONG ASHER","JUDA PAUL","HONG ASHER","HONG ASHER","JUDA PAUL","HONG ASHER","WHITTENBURG DONNELL","HONG ASHER","JUDA PAUL","JUDA PAUL","HONG ASHER","JUDA PAUL","JUDA PAUL","JUDA PAUL","HONG ASHER","JUDA PAUL","HONG ASHER","HONG ASHER","HONG ASHER","JUDA PAUL","HONG ASHER","HONG ASHER","JUDA PAUL","HONG ASHER","HONG ASHER","JUDA PAUL","HONG ASHER","JUDA PAUL","JUDA PAUL","HONG ASHER","HONG ASHER","JUDA PAUL","HONG ASHER","HONG ASHER","JUDA PAUL","HONG ASHER","JUDA PAUL","JUDA PAUL","JUDA PAUL","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","WHITTENBURG DONNELL","HONG ASHER","HONG ASHER","JUDA PAUL","JUDA PAUL","HONG ASHER","HONG ASHER","WHITTENBURG DONNELL","JUDA PAUL","WHITTENBURG DONNELL","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","WHITTENBURG DONNELL","WHITTENBURG DONNELL","HONG ASHER","WHITTENBURG DONNELL","HONG ASHER","HONG ASHER","HONG ASHER","WALKER COLT","WHITTENBURG DONNELL","JUDA PAUL","WALKER COLT","JUDA PAUL","JUDA PAUL","HONG ASHER","HONG ASHER","HONG ASHER","WHITTENBURG DONNELL","HONG ASHER","HONG ASHER","HONG ASHER","WHITTENBURG DONNELL","HONG ASHER","HONG ASHER","HONG ASHER","WALKER COLT","WHITTENBURG DONNELL","WHITTENBURG DONNELL","JUDA PAUL","JUDA PAUL","JUDA PAUL","WHITTENBURG DONNELL","PHILLIPS CURRAN","WHITTENBURG DONNELL","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","JUDA PAUL","WALKER COLT","WHITTENBURG DONNELL","WALKER COLT","HONG ASHER"
"data.11","sim762","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","MALONE BRODY","JUDA PAUL","JUDA PAUL","MALONE BRODY","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","MALONE BRODY","MALONE BRODY","JUDA PAUL","MALONE BRODY","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","MALONE BRODY","MALONE BRODY","MALONE BRODY","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","MALONE BRODY","MALONE BRODY","JUDA PAUL","JUDA PAUL","YOUNG KHOI","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","MALONE BRODY","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","YOUNG KHOI","MALONE BRODY","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","YOUNG KHOI","HONG ASHER","JUDA PAUL","MALONE BRODY","JUDA PAUL","YOUNG KHOI","YOUNG KHOI","JUDA PAUL","HONG ASHER","JUDA PAUL","MALONE BRODY","MALONE BRODY","YOUNG KHOI","YOUNG KHOI","MALONE BRODY","MALONE BRODY","JUDA PAUL","JUDA PAUL","YOUNG KHOI","HONG ASHER","JUDA PAUL","YOUNG KHOI","YOUNG KHOI","YOUNG KHOI","YOUNG KHOI","JUDA PAUL","MALONE BRODY","MALONE BRODY","MALONE BRODY","JUDA PAUL","MALONE BRODY","JUDA PAUL","YOUNG KHOI","JUDA PAUL","YOUNG KHOI","HONG ASHER","JUDA PAUL","YOUNG KHOI","WALKER COLT","HONG ASHER"
"data.12","sim763","MALONE BRODY","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","MALONE BRODY","JUDA PAUL","WHITTENBURG DONNELL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","WHITTENBURG DONNELL","MALONE BRODY","MALONE BRODY","WHITTENBURG DONNELL","MALONE BRODY","MALONE BRODY","MALONE BRODY","WHITTENBURG DONNELL","WHITTENBURG DONNELL","WHITTENBURG DONNELL","MALONE BRODY","MALONE BRODY","HONG ASHER","WHITTENBURG DONNELL","WHITTENBURG DONNELL","HONG ASHER","MALONE BRODY","MALONE BRODY","MALONE BRODY","HONG ASHER","WHITTENBURG DONNELL","HONG ASHER","WHITTENBURG DONNELL","WHITTENBURG DONNELL","PHILLIPS CURRAN","HONG ASHER","PHILLIPS CURRAN","WHITTENBURG DONNELL","HONG ASHER","HONG ASHER","PHILLIPS CURRAN","HONG ASHER","WHITTENBURG DONNELL","PHILLIPS CURRAN","HONG ASHER","HONG ASHER","PHILLIPS CURRAN","WHITTENBURG DONNELL","HONG ASHER","WHITTENBURG DONNELL","PHILLIPS CURRAN","HONG ASHER","YOUNG KHOI","YOUNG KHOI","HONG ASHER","YOUNG KHOI","YOUNG KHOI","YOUNG KHOI","PHILLIPS CURRAN","YOUNG KHOI","PHILLIPS CURRAN","YOUNG KHOI","PHILLIPS CURRAN","HONG ASHER","YOUNG KHOI","PHILLIPS CURRAN","PHILLIPS CURRAN","YOUNG KHOI","PHILLIPS CURRAN","PHILLIPS CURRAN","HONG ASHER","YOUNG KHOI","PHILLIPS CURRAN","WALKER COLT","WALKER COLT","YOUNG KHOI","WALKER COLT","WALKER COLT","WALKER COLT","YOUNG KHOI","WALKER COLT","YOUNG KHOI","WALKER COLT","YOUNG KHOI","WALKER COLT","WALKER COLT","WALKER COLT","YOUNG KHOI","WALKER COLT","WALKER COLT","WALKER COLT","PHILLIPS CURRAN","WALKER COLT","WALKER COLT","256.9305","256.6165","256.067","256.02775","255.91","255.39975","255.24275","255.24275","255.125","254.7325","254.5755","254.53625","254.497","253.98675","253.82975","253.75125","253.75125","253.4765","253.12325","252.77","252.73075"
"data.13","sim764","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","MALONE BRODY","MALONE BRODY","MALONE BRODY","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","MALONE BRODY","MALONE BRODY","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","MALONE BRODY","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","MALONE BRODY","JUDA PAUL","MALONE BRODY","MALONE BRODY","MALONE BRODY","MALONE BRODY","JUDA PAUL","MALONE BRODY","MALONE BRODY","JUDA PAUL","JUDA PAUL","MALONE BRODY","SUN BLAKE","MALONE BRODY","JUDA PAUL","MALONE BRODY","MALONE BRODY","MALONE BRODY","JUDA PAUL","JUDA PAUL","SUN BLAKE","JUDA PAUL","JUDA PAUL","MALONE BRODY","MALONE BRODY","JUDA PAUL","MALONE BRODY","MALONE BRODY","MALONE BRODY","MALONE BRODY","WHITTENBURG DONNELL","WHITTENBURG DONNELL","SUN BLAKE","SUN BLAKE","SUN BLAKE","WHITTENBURG DONNELL","WHITTENBURG DONNELL","YOUNG KHOI","SUN BLAKE","SUN BLAKE","SUN BLAKE","SUN BLAKE","WHITTENBURG DONNELL","JUDA PAUL","MALONE BRODY","MALONE BRODY","MALONE BRODY","JUDA PAUL","MALONE BRODY","SUN BLAKE","JUDA PAUL","JUDA PAUL","JUDA PAUL","SUN BLAKE","SUN BLAKE","SUN BLAKE","SUN BLAKE","SUN BLAKE"
"data.14","sim765","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","JUDA PAUL","HONG ASHER","HONG ASHER","JUDA PAUL","JUDA PAUL","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","JUDA PAUL","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","JUDA PAUL","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","HONG ASHER","HONG ASHER","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","HONG ASHER","HONG ASHER","JUDA PAUL","MALONE BRODY","HONG ASHER","HONG ASHER","MALONE BRODY","HONG ASHER","JUDA PAUL","JUDA PAUL","HONG ASHER","JUDA PAUL","JUDA PAUL","MALONE BRODY","HONG ASHER","HONG ASHER","MALONE BRODY","MALONE BRODY","HONG ASHER","HONG ASHER","MALONE BRODY","JUDA PAUL","HONG ASHER","JUDA PAUL","JUDA PAUL","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","JUDA PAUL","HONG ASHER","HONG ASHER","HONG ASHER","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","WALKER COLT","WALKER COLT","HONG ASHER","JUDA PAUL","MALONE BRODY","HONG ASHER","MALONE BRODY","MALONE BRODY","MALONE BRODY","JUDA PAUL","WALKER COLT","JUDA PAUL","MALONE BRODY","HONG ASHER","MALONE BRODY","JUDA PAUL","HONG ASHER","MALONE BRODY","HONG ASHER","JUDA PAUL","HONG ASHER","MALONE BRODY","WHITTENBURG DONNELL","JUDA PAUL","HONG ASHER","WALKER COLT","JUDA PAUL","WALKER COLT"
"data.15","sim766","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","MALONE BRODY","YOUNG KHOI","JUDA PAUL","JUDA PAUL","MALONE BRODY","YOUNG KHOI","MALONE BRODY","JUDA PAUL","MALONE BRODY","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","MALONE BRODY","JUDA PAUL","YOUNG KHOI","MALONE BRODY","MALONE BRODY","YOUNG KHOI","MALONE BRODY","YOUNG KHOI","MALONE BRODY","HONG ASHER","MALONE BRODY","MALONE BRODY","MALONE BRODY","MALONE BRODY","MALONE BRODY","YOUNG KHOI","MALONE BRODY","YOUNG KHOI","MALONE BRODY","YOUNG KHOI","MALONE BRODY","YOUNG KHOI","MALONE BRODY","MALONE BRODY","MALONE BRODY","YOUNG KHOI","MALONE BRODY","HONG ASHER","MALONE BRODY","YOUNG KHOI","YOUNG KHOI","MALONE BRODY","YOUNG KHOI","MALONE BRODY","YOUNG KHOI","YOUNG KHOI","HONG ASHER","YOUNG KHOI","HONG ASHER","MALONE BRODY","YOUNG KHOI","HONG ASHER","HONG ASHER","HONG ASHER","MALONE BRODY","YOUNG KHOI","YOUNG KHOI","YOUNG KHOI","MALONE BRODY","YOUNG KHOI","YOUNG KHOI","MALONE BRODY","MALONE BRODY","HONG ASHER","HONG ASHER","YOUNG KHOI","YOUNG KHOI","SUN BLAKE","HONG ASHER","YOUNG KHOI","HONG ASHER","HONG ASHER","HONG ASHER","SUN BLAKE","SUN BLAKE","SUN BLAKE","YOUNG KHOI","YOUNG KHOI","HONG ASHER","YOUNG KHOI","YOUNG KHOI","HONG ASHER","YOUNG KHOI","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER"
"data.16","sim767","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","MALONE BRODY","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","MALONE BRODY","MALONE BRODY","JUDA PAUL","MALONE BRODY","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","PHILLIPS CURRAN","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","PHILLIPS CURRAN","JUDA PAUL","WHITTENBURG DONNELL","PHILLIPS CURRAN","JUDA PAUL","PHILLIPS CURRAN","JUDA PAUL","PHILLIPS CURRAN","JUDA PAUL","MALONE BRODY","MALONE BRODY","MALONE BRODY","MALONE BRODY","MALONE BRODY","PHILLIPS CURRAN","MALONE BRODY","MALONE BRODY","MALONE BRODY","PHILLIPS CURRAN","WHITTENBURG DONNELL","PHILLIPS CURRAN","MALONE BRODY","MALONE BRODY","MALONE BRODY","HONG ASHER","MALONE BRODY","PHILLIPS CURRAN","MALONE BRODY","MALONE BRODY","PHILLIPS CURRAN","MALONE BRODY","PHILLIPS CURRAN","WHITTENBURG DONNELL","MALONE BRODY","PHILLIPS CURRAN","MALONE BRODY","WHITTENBURG DONNELL","PHILLIPS CURRAN","MALONE BRODY","MALONE BRODY","PHILLIPS CURRAN","PHILLIPS CURRAN","WHITTENBURG DONNELL","PHILLIPS CURRAN","PHILLIPS CURRAN","WHITTENBURG DONNELL","PHILLIPS CURRAN","HONG ASHER","PHILLIPS CURRAN","PHILLIPS CURRAN","MALONE BRODY","WHITTENBURG DONNELL","PHILLIPS CURRAN","WHITTENBURG DONNELL","PHILLIPS CURRAN","PHILLIPS CURRAN","HONG ASHER","PHILLIPS CURRAN","HONG ASHER","WHITTENBURG DONNELL","WHITTENBURG DONNELL","WHITTENBURG DONNELL","WHITTENBURG DONNELL","WHITTENBURG DONNELL","PHILLIPS CURRAN","PHILLIPS CURRAN","HONG ASHER","PHILLIPS CURRAN","PHILLIPS CURRAN","WHITTENBURG DONNELL","HONG ASHER","PHILLIPS CURRAN","WHITTENBURG DONNELL","PHILLIPS CURRAN","WHITTENBURG DONNELL","HONG ASHER","WHITTENBURG DONNELL","PHILLIPS CURRAN","YOUNG KHOI"
"data.17","sim768","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","MALONE BRODY","MALONE BRODY","MALONE BRODY","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","MALONE BRODY","MALONE BRODY","MALONE BRODY","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","MALONE BRODY","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","PHILLIPS CURRAN","MALONE BRODY","JUDA PAUL","MALONE BRODY","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","PHILLIPS CURRAN","JUDA PAUL","MALONE BRODY","MALONE BRODY","MALONE BRODY","JUDA PAUL","JUDA PAUL","MALONE BRODY","MALONE BRODY","JUDA PAUL","JUDA PAUL","PHILLIPS CURRAN","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","PHILLIPS CURRAN","MALONE BRODY","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","HONG ASHER","JUDA PAUL","HONG ASHER","JUDA PAUL","JUDA PAUL","HONG ASHER","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","PHILLIPS CURRAN","PHILLIPS CURRAN","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","PHILLIPS CURRAN","JUDA PAUL","JUDA PAUL","PHILLIPS CURRAN","MALONE BRODY","JUDA PAUL","PHILLIPS CURRAN","HONG ASHER","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","WHITTENBURG DONNELL","JUDA PAUL","HONG ASHER","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","MALONE BRODY","PHILLIPS CURRAN","MALONE BRODY","MALONE BRODY","PHILLIPS CURRAN","JUDA PAUL","PHILLIPS CURRAN","JUDA PAUL","PHILLIPS CURRAN","JUDA PAUL","PHILLIPS CURRAN","PHILLIPS CURRAN"
"data.18","sim769","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","MALONE BRODY","MALONE BRODY","MALONE BRODY","MALONE BRODY","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","MALONE BRODY","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","PHILLIPS CURRAN","JUDA PAUL","MALONE BRODY","MALONE BRODY","PHILLIPS CURRAN","MALONE BRODY","JUDA PAUL","JUDA PAUL","HONG ASHER","HONG ASHER","PHILLIPS CURRAN","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","MALONE BRODY","MALONE BRODY","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","MALONE BRODY","JUDA PAUL","MALONE BRODY","MALONE BRODY","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","PHILLIPS CURRAN","PHILLIPS CURRAN","PHILLIPS CURRAN","JUDA PAUL","MALONE BRODY","PHILLIPS CURRAN","JUDA PAUL","PHILLIPS CURRAN","PHILLIPS CURRAN","WHITTENBURG DONNELL","JUDA PAUL","MALONE BRODY","HONG ASHER","JUDA PAUL","HONG ASHER","JUDA PAUL","MALONE BRODY","MALONE BRODY","HONG ASHER","MALONE BRODY","JUDA PAUL","MALONE BRODY","JUDA PAUL","MALONE BRODY","PHILLIPS CURRAN","JUDA PAUL","PHILLIPS CURRAN","JUDA PAUL","MALONE BRODY","PHILLIPS CURRAN","JUDA PAUL","PHILLIPS CURRAN","PHILLIPS CURRAN","PHILLIPS CURRAN"
"data.19","sim770","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","HONG ASHER","HONG ASHER","JUDA PAUL","HONG ASHER","HONG ASHER","JUDA PAUL","HONG ASHER","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","HONG ASHER","JUDA PAUL","WHITTENBURG DONNELL","JUDA PAUL","HONG ASHER","JUDA PAUL","HONG ASHER","HONG ASHER","JUDA PAUL","HONG ASHER","JUDA PAUL","HONG ASHER","JUDA PAUL","HONG ASHER","JUDA PAUL","HONG ASHER","JUDA PAUL","HONG ASHER","HONG ASHER","JUDA PAUL","HONG ASHER","HONG ASHER","JUDA PAUL","HONG ASHER","WHITTENBURG DONNELL","JUDA PAUL","HONG ASHER","HONG ASHER","JUDA PAUL","HONG ASHER","WHITTENBURG DONNELL","WHITTENBURG DONNELL","JUDA PAUL","HONG ASHER","WHITTENBURG DONNELL","HONG ASHER","WHITTENBURG DONNELL","HONG ASHER","JUDA PAUL","JUDA PAUL","HONG ASHER","WHITTENBURG DONNELL","HONG ASHER","JUDA PAUL","HONG ASHER","HONG ASHER","HONG ASHER","JUDA PAUL","HONG ASHER","JUDA PAUL","JUDA PAUL","HONG ASHER","HONG ASHER","WHITTENBURG DONNELL","HONG ASHER","JUDA PAUL","HONG ASHER","HONG ASHER","WHITTENBURG DONNELL","WHITTENBURG DONNELL","WHITTENBURG DONNELL","YOUNG KHOI","WHITTENBURG DONNELL","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","YOUNG KHOI","HONG ASHER","YOUNG KHOI","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","YOUNG KHOI","YOUNG KHOI","JUDA PAUL","HONG ASHER","WHITTENBURG DONNELL","MALONE BRODY","JUDA PAUL","JUDA PAUL","HONG ASHER","WHITTENBURG DONNELL","HONG ASHER","JUDA PAUL","WHITTENBURG DONNELL","HONG ASHER","HONG ASHER"
"data.20","sim771","MALONE BRODY","MALONE BRODY","MALONE BRODY","MALONE BRODY","MALONE BRODY","MALONE BRODY","MALONE BRODY","MALONE BRODY","MALONE BRODY","MALONE BRODY","MALONE BRODY","WALKER COLT","MALONE BRODY","MALONE BRODY","MALONE BRODY","MALONE BRODY","PHILLIPS CURRAN","PHILLIPS CURRAN","PHILLIPS CURRAN","PHILLIPS CURRAN","PHILLIPS CURRAN","PHILLIPS CURRAN","WALKER COLT","WALKER COLT","WALKER COLT","PHILLIPS CURRAN","PHILLIPS CURRAN","WALKER COLT","PHILLIPS CURRAN","WHITTENBURG DONNELL","PHILLIPS CURRAN","PHILLIPS CURRAN","WHITTENBURG DONNELL","PHILLIPS CURRAN","PHILLIPS CURRAN","PHILLIPS CURRAN","PHILLIPS CURRAN","WALKER COLT","WALKER COLT","WALKER COLT","WHITTENBURG DONNELL","WALKER COLT","WALKER COLT","WHITTENBURG DONNELL","WHITTENBURG DONNELL","WHITTENBURG DONNELL","WHITTENBURG DONNELL","WALKER COLT","YOUNG KHOI","WALKER COLT","YOUNG KHOI","WALKER COLT","WALKER COLT","YOUNG KHOI","WHITTENBURG DONNELL","YOUNG KHOI","WALKER COLT","WHITTENBURG DONNELL","WHITTENBURG DONNELL","WHITTENBURG DONNELL","YOUNG KHOI","YOUNG KHOI","WHITTENBURG DONNELL","WHITTENBURG DONNELL","YOUNG KHOI","YOUNG KHOI","HONG ASHER","YOUNG KHOI","YOUNG KHOI","HONG ASHER","WHITTENBURG DONNELL","HONG ASHER","YOUNG KHOI","WHITTENBURG DONNELL","HONG ASHER","YOUNG KHOI","HONG ASHER","HONG ASHER","HONG ASHER","YOUNG KHOI","YOUNG KHOI","HONG ASHER","HONG ASHER","HONG ASHER","YOUNG KHOI","NEDOROSCIK STEPHEN","HONG ASHER","NEDOROSCIK STEPHEN","NEDOROSCIK STEPHEN","HONG ASHER","NEDOROSCIK STEPHEN","NEDOROSCIK STEPHEN","NEDOROSCIK STEPHEN","NEDOROSCIK STEPHEN","HONG ASHER","NEDOROSCIK STEPHEN","HONG ASHER","NEDOROSCIK STEPHEN","NEDOROSCIK STEPHEN","NEDOROSCIK STEPHEN","NEDOROSCIK STEPHEN","HONG ASHER","NEDOROSCIK STEPHEN","NEDOROSCIK STEPHEN","NEDOROSCIK STEPHEN","262.38625","262.38625","261.83675","261.20875","260.73775","260.58075","260.58075","260.5415","260.463","259.63875","259.63875","259.08925","258.9715","258.85375","258.6575","258.265","258.14725","257.59775","256.26325","255.8315","255.6745"
