"","Gender","Country","Date","Competition","Round","Location","Apparatus","Rank","D_Score","E_Score","Penalty","Score","Year","FullName"
"19795","w","SLO",2022-08-14,"2022 Senior European Championships","qual","Munich, Germany","VT1",52,4.2,8.533,NA,12.733,"2022","TRTNIK ZALA"
"19796","w","SLO",2023-10-08,"2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","BB",64,5.1,7.133,NA,12.233,"2023","TRTNIK ZALA"
"19797","w","SLO",2023-10-08,"2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","FX",120,4.8,7.033,0.1,11.733,"2023","TRTNIK ZALA"
"19798","w","SLO",2023-10-08,"2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","UB",130,4.6,6.3,NA,10.9,"2023","TRTNIK ZALA"
"19799","w","SLO",2023-10-08,"2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","VT1",85,4.2,8.8,NA,13,"2023","TRTNIK ZALA"
"19800","w","SLO",2023-03-12,"2023 Baku World Cup","qual","Baku, Azerbaijan","BB",35,4.6,6.333,NA,10.933,"2023","TRTNIK ZALA"
"19801","w","SLO",2023-03-12,"2023 Baku World Cup","qual","Baku, Azerbaijan","FX",14,4.5,7.6,NA,12.1,"2023","TRTNIK ZALA"
"19802","w","SLO",2023-04-30,"2023 Cairo World Cup","final","Cairo, Egypt","BB",5,5,7.233,NA,12.233,"2023","TRTNIK ZALA"
"19803","w","SLO",2023-04-30,"2023 Cairo World Cup","qual","Cairo, Egypt","BB",8,4.9,7.333,NA,12.233,"2023","TRTNIK ZALA"
"19804","w","SLO",2023-04-30,"2023 Cairo World Cup","qual","Cairo, Egypt","FX",27,4.6,6.466,NA,11.066,"2023","TRTNIK ZALA"
"19805","w","SLO",2023-04-30,"2023 Cairo World Cup","final","Cairo, Egypt","UB",7,4.5,7.933,NA,12.433,"2023","TRTNIK ZALA"
"19806","w","SLO",2023-04-30,"2023 Cairo World Cup","qual","Cairo, Egypt","UB",7,4.5,8.1,NA,12.6,"2023","TRTNIK ZALA"
"19807","w","SLO",2023-02-26,"2023 Cottbus World Cup","qual","Cottbus, Germany","BB",18,4.8,7.533,NA,12.333,"2023","TRTNIK ZALA"
"19808","w","SLO",2023-02-26,"2023 Cottbus World Cup","qual","Cottbus, Germany","FX",19,4.5,7.766,0.1,12.166,"2023","TRTNIK ZALA"
"19809","w","SLO",2023-03-04,"2023 Doha World Cup","qual","Doha, Qatar","BB",20,4.7,7.066,NA,11.766,"2023","TRTNIK ZALA"
"19810","w","SLO",2023-03-04,"2023 Doha World Cup","qual","Doha, Qatar","FX",14,4.5,7.033,NA,11.533,"2023","TRTNIK ZALA"
"19811","w","SLO",2023-04-16,"2023 Senior European Championships","qual","Antalya, Turkey","BB",25,4.9,7.166,NA,12.066,"2023","TRTNIK ZALA"
"19812","w","SLO",2023-04-16,"2023 Senior European Championships","qual","Antalya, Turkey","FX",89,5,6.566,0.3,11.266,"2023","TRTNIK ZALA"
"19813","w","SLO",2023-04-16,"2023 Senior European Championships","qual","Antalya, Turkey","UB",55,4.4,7.833,NA,12.233,"2023","TRTNIK ZALA"
"19814","w","SLO",2023-04-16,"2023 Senior European Championships","qual","Antalya, Turkey","VT1",112,4.2,7.633,0.1,11.733,"2023","TRTNIK ZALA"
"19815","m","TPE",2023-08-05,"2023 FISU World University Games","qual","Chengdu, China","FX",46,5,8.1,0.2,12.9,"2023","TSENG WEI"
"19816","m","TPE",2023-08-05,"2023 FISU World University Games","qual","Chengdu, China","VT1",5,5.6,9.033,NA,14.63,"2023","TSENG WEI"
"19817","m","TPE",2023-08-05,"2023 FISU World University Games","final","Chengdu, China","VT2",2,5.2,9.166,NA,14.366,"2023","TSENG WEI"
"19818","m","TPE",2023-08-05,"2023 FISU World University Games","qual","Chengdu, China","VT2",2,5.2,8.966,NA,14.166,"2023","TSENG WEI"
"19819","m","TPE",2022-11-06,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","VT1",117,5.6,7.933,0.6,12.933,"2022","TSENG WEI"
"19820","m","TPE",2022-11-06,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","VT2",24,5.2,8.966,NA,14.166,"2022","TSENG WEI"
"19821","m","TPE",2023-10-08,"2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","VT1",47,5.2,9.033,NA,14.233,"2023","TSENG WEI"
"19822","m","TPE",2023-10-08,"2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","VT2",16,5.6,8.633,0.3,13.933,"2023","TSENG WEI"
"19823","m","TPE",2023-03-12,"2023 Baku World Cup","qual","Baku, Azerbaijan","VT1",18,5.6,7.866,0.1,13.366,"2023","TSENG WEI"
"19824","m","TPE",2023-03-12,"2023 Baku World Cup","qual","Baku, Azerbaijan","VT2",18,5.2,8.933,NA,14.133,"2023","TSENG WEI"
"19825","m","TPE",2023-04-30,"2023 Cairo World Cup","final","Cairo, Egypt","VT1",6,5.6,8.7,0.1,14.2,"2023","TSENG WEI"
"19826","m","TPE",2023-04-30,"2023 Cairo World Cup","qual","Cairo, Egypt","VT1",5,5.2,9,NA,14.2,"2023","TSENG WEI"
"19827","m","TPE",2023-04-30,"2023 Cairo World Cup","final","Cairo, Egypt","VT2",6,5.6,7.9,0.1,13.4,"2023","TSENG WEI"
"19828","m","TPE",2023-04-30,"2023 Cairo World Cup","qual","Cairo, Egypt","VT2",5,5.6,8.933,0.1,14.433,"2023","TSENG WEI"
"19829","m","TPE",2023-02-26,"2023 Cottbus World Cup","qual","Cottbus, Germany","SR",47,4.9,4.733,0.3,9.333,"2023","TSENG WEI"
"19830","m","TPE",2023-02-26,"2023 Cottbus World Cup","final","Cottbus, Germany","VT1",6,5.6,7.9,NA,13.5,"2023","TSENG WEI"
"19831","m","TPE",2023-02-26,"2023 Cottbus World Cup","qual","Cottbus, Germany","VT1",7,5.6,8.633,NA,14.233,"2023","TSENG WEI"
"19832","m","TPE",2023-02-26,"2023 Cottbus World Cup","final","Cottbus, Germany","VT2",6,5.6,9,NA,14.6,"2023","TSENG WEI"
"19833","m","TPE",2023-02-26,"2023 Cottbus World Cup","qual","Cottbus, Germany","VT2",7,5.6,8.7,NA,14.3,"2023","TSENG WEI"
"19834","m","TPE",2023-03-04,"2023 Doha World Cup","qual","Doha, Qatar","VT1",11,5.6,7.966,0.1,13.466,"2023","TSENG WEI"
"19835","m","TPE",2023-03-04,"2023 Doha World Cup","qual","Doha, Qatar","VT2",11,5.2,9.333,NA,14.533,"2023","TSENG WEI"
"19836","w","GRE",2023-10-08,"2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","UB",64,5.1,7.5,NA,12.6,"2023","TSIORI MAGDALINI"
"19837","w","GRE",2023-03-12,"2023 Baku World Cup","qual","Baku, Azerbaijan","BB",40,3.9,6.433,NA,10.333,"2023","TSIORI MAGDALINI"
"19838","w","GRE",2023-03-12,"2023 Baku World Cup","qual","Baku, Azerbaijan","UB",12,4.6,7.533,NA,12.133,"2023","TSIORI MAGDALINI"
"19839","w","GRE",2023-04-16,"2023 Senior European Championships","qual","Antalya, Turkey","BB",75,4.9,5.666,0.1,10.466,"2023","TSIORI MAGDALINI"
"19840","w","GRE",2023-04-16,"2023 Senior European Championships","qual","Antalya, Turkey","FX",103,4,7.066,0.3,10.766,"2023","TSIORI MAGDALINI"
"19841","w","GRE",2023-04-16,"2023 Senior European Championships","qual","Antalya, Turkey","UB",95,4.7,5.633,NA,10.333,"2023","TSIORI MAGDALINI"
"19842","w","GRE",2023-04-16,"2023 Senior European Championships","qual","Antalya, Turkey","VT1",64,4.2,8.633,0.1,12.733,"2023","TSIORI MAGDALINI"
"19843","m","GRE",2022-11-06,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","PB",61,6.1,7.466,NA,13.566,"2022","TSOLAKIDIS STEFANOS"
"19844","m","GRE",2023-10-08,"2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","PB",102,6,6.933,NA,12.933,"2023","TSOLAKIDIS STEFANOS"
"19845","m","GRE",2023-03-12,"2023 Baku World Cup","qual","Baku, Azerbaijan","PB",37,5.6,5.533,NA,11.133,"2023","TSOLAKIDIS STEFANOS"
"19846","m","GRE",2023-02-26,"2023 Cottbus World Cup","qual","Cottbus, Germany","PB",17,6,7.066,NA,13.066,"2023","TSOLAKIDIS STEFANOS"
"19847","m","GRE",2023-02-26,"2023 Cottbus World Cup","qual","Cottbus, Germany","PH",54,4.1,6.933,NA,11.033,"2023","TSOLAKIDIS STEFANOS"
"19848","m","GRE",2023-04-16,"2023 Senior European Championships","qual","Antalya, Turkey","FX",102,4.6,7.666,NA,12.266,"2023","TSOLAKIDIS STEFANOS"
"19849","m","GRE",2023-04-16,"2023 Senior European Championships","qual","Antalya, Turkey","HB",124,3.7,5.833,NA,9.533,"2023","TSOLAKIDIS STEFANOS"
"19850","m","GRE",2023-04-16,"2023 Senior European Championships","qual","Antalya, Turkey","PB",28,6,7.766,NA,13.766,"2023","TSOLAKIDIS STEFANOS"
"19851","m","GRE",2023-04-16,"2023 Senior European Championships","qual","Antalya, Turkey","PH",97,4.3,7.366,NA,11.666,"2023","TSOLAKIDIS STEFANOS"
"19852","m","GRE",2023-04-16,"2023 Senior European Championships","qual","Antalya, Turkey","SR",125,4.2,7.266,NA,11.466,"2023","TSOLAKIDIS STEFANOS"
"19853","m","GRE",2023-04-16,"2023 Senior European Championships","qual","Antalya, Turkey","VT1",117,4.8,8.233,0.3,12.733,"2023","TSOLAKIDIS STEFANOS"
"19854","m","GBR",2022-11-06,"2022 51st FIG Artistic Gymnastics World Championships","final","Liverpool, England","SR",3,6.1,8.633,NA,14.733,"2022","TULLOCH COURTNEY"
"19855","m","GBR",2022-11-06,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","SR",1,6.1,8.566,NA,14.666,"2022","TULLOCH COURTNEY"
"19856","m","GBR",2022-11-06,"2022 51st FIG Artistic Gymnastics World Championships","TeamFinal","Liverpool, England","SR",NA,6.1,8.566,NA,14.666,"2022","TULLOCH COURTNEY"
"19857","m","GBR",2022-11-06,"2022 51st FIG Artistic Gymnastics World Championships","TeamFinal","Liverpool, England","VT",NA,5.6,8.9,NA,14.5,"2022","TULLOCH COURTNEY"
"19858","m","GBR",2022-11-06,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","VT1",4,5.6,9.1,NA,14.7,"2022","TULLOCH COURTNEY"
"19859","m","GBR",2022-11-06,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","VT2",11,6,7.8,0.1,13.7,"2022","TULLOCH COURTNEY"
"19860","m","GBR",2022-03-27,"2022 British Gymnastics Championships","final","Liverpool, England","FX",4,5.7,8.3,0.3,13.7,"2022","TULLOCH COURTNEY"
"19861","m","GBR",2022-03-27,"2022 British Gymnastics Championships","qual","Liverpool, England","FX",5,5.7,8.2,0.1,13.8,"2022","TULLOCH COURTNEY"
"19862","m","GBR",2022-03-27,"2022 British Gymnastics Championships","final","Liverpool, England","SR",1,6.1,8.47,0,14.566,"2022","TULLOCH COURTNEY"
"19863","m","GBR",2022-03-27,"2022 British Gymnastics Championships","qual","Liverpool, England","SR",1,6.1,8.45,0,14.55,"2022","TULLOCH COURTNEY"
"19864","m","GBR",2022-03-27,"2022 British Gymnastics Championships","qual","Liverpool, England","VT1",23,5.6,7.65,0.1,13.35,"2022","TULLOCH COURTNEY"
"19865","m","GBR",2022-03-27,"2022 British Gymnastics Championships","qual","Liverpool, England","VT2",23,6,8.05,0,14.05,"2022","TULLOCH COURTNEY"
"19866","m","GBR",2022-08-21,"2022 Senior European Championships","qual","Munich, Germany","FX",72,5.5,7.233,NA,12.733,"2022","TULLOCH COURTNEY"
"19867","m","GBR",2022-08-21,"2022 Senior European Championships","TeamFinal","Munich, Germany","FX",4,5.6,9,NA,14.6,"2022","TULLOCH COURTNEY"
"19868","m","GBR",2022-08-21,"2022 Senior European Championships","final","Munich, Germany","SR",3,6.1,8.766,NA,14.866,"2022","TULLOCH COURTNEY"
"19869","m","GBR",2022-08-21,"2022 Senior European Championships","qual","Munich, Germany","SR",4,6.1,8.633,NA,14.733,"2022","TULLOCH COURTNEY"
"19870","m","GBR",2022-08-21,"2022 Senior European Championships","TeamFinal","Munich, Germany","SR",2,6.1,8.533,NA,14.633,"2022","TULLOCH COURTNEY"
"19871","m","GBR",2022-08-21,"2022 Senior European Championships","qual","Munich, Germany","VT1",7,5.6,9.2,NA,14.8,"2022","TULLOCH COURTNEY"
"19872","m","GBR",2022-08-21,"2022 Senior European Championships","TeamFinal","Munich, Germany","VT1",4,5.6,9,NA,14.6,"2022","TULLOCH COURTNEY"
"19873","m","GBR",2022-08-21,"2022 Senior European Championships","final","Munich, Germany","VT2",7,6,7.8,0.3,13.5,"2022","TULLOCH COURTNEY"
"19874","m","GBR",2022-08-21,"2022 Senior European Championships","qual","Munich, Germany","VT2",4,6,8.7,0.1,14.6,"2022","TULLOCH COURTNEY"
"19875","m","GBR",2023-10-08,"2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","FX",126,5.4,6.833,0.1,12.133,"2023","TULLOCH COURTNEY"
"19876","m","GBR",2023-10-08,"2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","HB",NA,NA,NA,NA,NA,"2023","TULLOCH COURTNEY"
"19877","m","GBR",2023-10-08,"2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","PB",123,5.4,6.8,NA,12.2,"2023","TULLOCH COURTNEY"
"19878","m","GBR",2023-10-08,"2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","PH",NA,NA,NA,NA,NA,"2023","TULLOCH COURTNEY"
"19879","m","GBR",2023-10-08,"2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","SR",9,6.2,8.1,NA,14.3,"2023","TULLOCH COURTNEY"
"19880","m","GBR",2023-10-08,"2023 52nd FIG Artistic Gymnastics World Championships","TeamFinal","Antwerp, Belgium","SR",NA,6.2,7.9,NA,14.1,"2023","TULLOCH COURTNEY"
"19881","m","GBR",2023-10-08,"2023 52nd FIG Artistic Gymnastics World Championships","TeamFinal","Antwerp, Belgium","VT",NA,5.6,8.833,0.1,14.333,"2023","TULLOCH COURTNEY"
"19882","m","GBR",2023-10-08,"2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","VT1",125,5.6,7.933,0.3,13.233,"2023","TULLOCH COURTNEY"
"19883","m","GBR",2023-10-08,"2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","VT2",24,6,7.633,NA,13.633,"2023","TULLOCH COURTNEY"
"19884","m","GBR",2023-03-26,"2023 British Gymnastics Championships","qual","Liverpool, England","FX",5,5.4,7.85,0.1,13.15,"2023","TULLOCH COURTNEY"
"19885","m","GBR",2023-03-26,"2023 British Gymnastics Championships","qual","Liverpool, England","PB",6,5.8,7.8,0,13.6,"2023","TULLOCH COURTNEY"
"19886","m","GBR",2023-03-26,"2023 British Gymnastics Championships","final","Liverpool, England","SR",1,6.2,8.45,0,14.65,"2023","TULLOCH COURTNEY"
"19887","m","GBR",2023-03-26,"2023 British Gymnastics Championships","qual","Liverpool, England","SR",1,6.2,8.45,0,14.65,"2023","TULLOCH COURTNEY"
"19888","m","GBR",2023-03-26,"2023 British Gymnastics Championships","qual","Liverpool, England","VT1",3,6,NA,0,14.2,"2023","TULLOCH COURTNEY"
"19889","m","GBR",2023-03-26,"2023 British Gymnastics Championships","qual","Liverpool, England","VT2",3,5.6,NA,0,14.35,"2023","TULLOCH COURTNEY"
"19890","m","GBR",2023-04-16,"2023 Senior European Championships","qual","Antalya, Turkey","PB",47,5.6,7.733,NA,13.333,"2023","TULLOCH COURTNEY"
"19891","m","GBR",2023-04-16,"2023 Senior European Championships","final","Antalya, Turkey","SR",6,6.2,8.266,NA,14.466,"2023","TULLOCH COURTNEY"
"19892","m","GBR",2023-04-16,"2023 Senior European Championships","qual","Antalya, Turkey","SR",3,6.2,8.533,NA,14.733,"2023","TULLOCH COURTNEY"
"19893","m","GBR",2023-04-16,"2023 Senior European Championships","qual","Antalya, Turkey","VT1",52,6,7.9,NA,13.9,"2023","TULLOCH COURTNEY"
"19894","m","GBR",2023-04-16,"2023 Senior European Championships","qual","Antalya, Turkey","VT2",18,5.6,7.866,NA,13.466,"2023","TULLOCH COURTNEY"
"19895","m","GBR",2022-08-02,"BIRMINGHAM 2022 Commonwealth Games","final","Birmingham, England","SR",1,6.1,8.3,NA,14.4,"2022","TULLOCH COURTNEY"
"19896","m","GBR",2022-08-02,"BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England","SR",1,6.1,8.6,NA,14.7,"2022","TULLOCH COURTNEY"
"19897","w","ISR",2022-08-14,"2022 Senior European Championships","qual","Munich, Germany","UB",80,4.5,6.433,NA,10.933,"2022","TURISKI ANDY"
"19898","w","ISR",2022-08-14,"2022 Senior European Championships","qual","Munich, Germany","VT1",64,3.8,8.7,NA,12.5,"2022","TURISKI ANDY"
"19899","w","ISR",2023-04-16,"2023 Senior European Championships","qual","Antalya, Turkey","BB",91,4.3,5.6,NA,9.9,"2023","TURISKI ANDY"
"19900","w","ISR",2023-04-16,"2023 Senior European Championships","qual","Antalya, Turkey","FX",112,4.6,5.833,NA,10.433,"2023","TURISKI ANDY"
"19901","w","ISR",2023-04-16,"2023 Senior European Championships","qual","Antalya, Turkey","UB",115,2.9,5.733,NA,8.633,"2023","TURISKI ANDY"
"19902","w","ISR",2023-04-16,"2023 Senior European Championships","qual","Antalya, Turkey","VT1",110,3.8,8.266,0.3,11.766,"2023","TURISKI ANDY"
"19903","w","CAN",2022-11-06,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","BB",21,5.4,7.466,NA,12.866,"2022","TURNER SYDNEY"
"19904","w","CAN",2022-11-06,"2022 51st FIG Artistic Gymnastics World Championships","TeamFinal","Liverpool, England","BB",NA,5.6,7.966,NA,13.566,"2022","TURNER SYDNEY"
"19905","w","CAN",2022-11-06,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","FX",18,5.3,8,NA,13.3,"2022","TURNER SYDNEY"
"19906","w","CAN",2022-11-06,"2022 51st FIG Artistic Gymnastics World Championships","TeamFinal","Liverpool, England","FX",NA,5.3,7.8,NA,13.1,"2022","TURNER SYDNEY"
"19907","w","CAN",2022-11-06,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","UB",39,5.3,7.866,NA,13.166,"2022","TURNER SYDNEY"
"19908","w","CAN",2022-11-06,"2022 51st FIG Artistic Gymnastics World Championships","TeamFinal","Liverpool, England","UB",NA,5.7,7.933,NA,13.633,"2022","TURNER SYDNEY"
"19909","w","CAN",2023-03-19,"EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","BB",20,5.4,7.05,NA,12.45,"2023","TURNER SYDNEY"
"19910","w","CAN",2023-03-19,"EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","FX",17,4.6,7.65,NA,12.25,"2023","TURNER SYDNEY"
"19911","w","CAN",2023-03-19,"EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","UB",28,5,7.1,NA,12.1,"2023","TURNER SYDNEY"
"19912","w","CAN",2023-03-19,"EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","VT1",28,4.2,8.65,NA,12.85,"2023","TURNER SYDNEY"
"19913","w","CAN",2023-03-19,"EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","VT2",28,0,0,NA,0,"2023","TURNER SYDNEY"
"19914","w","CAN",2023-05-28,"2023 Artistic Gymnastics Senior Pan American Championships","TeamFinal","Medellin, Colombia","BB",NA,5.4,7.633,NA,13.033,"2023","TURNER SYDNEY"
"19915","w","CAN",2023-05-28,"2023 Artistic Gymnastics Senior Pan American Championships","TeamQual","Medellin, Colombia","BB",NA,5.2,6.267,NA,11.367,"2023","TURNER SYDNEY"
"19916","w","CAN",2023-05-28,"2023 Artistic Gymnastics Senior Pan American Championships","TeamFinal","Medellin, Colombia","FX",NA,4.6,8.033,NA,12.633,"2023","TURNER SYDNEY"
"19917","w","CAN",2023-05-28,"2023 Artistic Gymnastics Senior Pan American Championships","TeamQual","Medellin, Colombia","FX",NA,4.8,7.967,NA,12.767,"2023","TURNER SYDNEY"
"19918","w","CAN",2023-05-28,"2023 Artistic Gymnastics Senior Pan American Championships","TeamFinal","Medellin, Colombia","UB",NA,5.3,7.067,NA,12.367,"2023","TURNER SYDNEY"
"19919","w","CAN",2023-05-28,"2023 Artistic Gymnastics Senior Pan American Championships","TeamQual","Medellin, Colombia","UB",NA,5,8.167,NA,13.167,"2023","TURNER SYDNEY"
"19920","w","CAN",2023-05-28,"2023 Artistic Gymnastics Senior Pan American Championships","TeamFinal","Medellin, Colombia","VT",NA,4.2,8.633,NA,12.833,"2023","TURNER SYDNEY"
"19921","w","CAN",2023-05-28,"2023 Artistic Gymnastics Senior Pan American Championships","TeamQual","Medellin, Colombia","VT",NA,4.2,8.667,NA,12.867,"2023","TURNER SYDNEY"
"19922","m","ESP",2023-02-26,"2023 Cottbus World Cup","qual","Cottbus, Germany","SR",23,4.6,8.433,NA,13.033,"2023","TUYA DANIEL"
"19923","m","ESP",2023-02-26,"2023 Cottbus World Cup","qual","Cottbus, Germany","VT1",38,4.8,7.433,0.3,11.933,"2023","TUYA DANIEL"
"19924","m","ESP",2023-02-26,"2023 Cottbus World Cup","qual","Cottbus, Germany","VT2",38,5.2,7.733,NA,12.933,"2023","TUYA DANIEL"
"19925","m","LTU",2022-11-06,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","HB",11,5.7,8.6,NA,14.3,"2022","TVOROGAL ROBERT"
"19926","m","LTU",2022-11-06,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","PB",77,5.9,7.433,NA,13.333,"2022","TVOROGAL ROBERT"
"19927","m","LTU",2022-08-21,"2022 Senior European Championships","final","Munich, Germany","HB",2,5.6,8.4,NA,14,"2022","TVOROGAL ROBERT"
"19928","m","LTU",2022-08-21,"2022 Senior European Championships","qual","Munich, Germany","HB",6,5.6,8.366,NA,13.966,"2022","TVOROGAL ROBERT"
"19929","m","LTU",2022-08-21,"2022 Senior European Championships","qual","Munich, Germany","PB",98,5.4,5.966,NA,11.366,"2022","TVOROGAL ROBERT"
"19930","m","LTU",2023-10-08,"2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","FX",94,4.8,8.366,NA,13.166,"2023","TVOROGAL ROBERT"
"19931","m","LTU",2023-10-08,"2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","HB",128,5,6.6,NA,11.6,"2023","TVOROGAL ROBERT"
"19932","m","LTU",2023-10-08,"2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","PB",110,5.5,7.233,NA,12.733,"2023","TVOROGAL ROBERT"
"19933","m","LTU",2023-10-08,"2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","PH",69,4.4,8.466,NA,12.866,"2023","TVOROGAL ROBERT"
"19934","m","LTU",2023-10-08,"2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","SR",127,4.5,7.366,NA,11.866,"2023","TVOROGAL ROBERT"
"19935","m","LTU",2023-10-08,"2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","VT1",87,4.8,9.066,NA,13.866,"2023","TVOROGAL ROBERT"
"19936","m","LTU",2023-03-12,"2023 Baku World Cup","qual","Baku, Azerbaijan","HB",12,5.5,7.9,NA,13.4,"2023","TVOROGAL ROBERT"
"19937","m","LTU",2023-03-12,"2023 Baku World Cup","qual","Baku, Azerbaijan","PB",10,5.6,8.5,NA,14.1,"2023","TVOROGAL ROBERT"
"19938","m","LTU",2023-04-30,"2023 Cairo World Cup","qual","Cairo, Egypt","HB",12,5.2,7.866,NA,13.066,"2023","TVOROGAL ROBERT"
"19939","m","LTU",2023-04-30,"2023 Cairo World Cup","qual","Cairo, Egypt","PB",27,5.2,6.166,NA,11.366,"2023","TVOROGAL ROBERT"
"19940","m","LTU",2023-02-26,"2023 Cottbus World Cup","qual","Cottbus, Germany","HB",25,4.7,7.3,NA,12,"2023","TVOROGAL ROBERT"
"19941","m","LTU",2023-02-26,"2023 Cottbus World Cup","qual","Cottbus, Germany","PB",10,5.6,8.266,NA,13.866,"2023","TVOROGAL ROBERT"
"19942","m","LTU",2023-03-04,"2023 Doha World Cup","final","Doha, Qatar","HB",7,5.5,7.566,NA,13.066,"2023","TVOROGAL ROBERT"
"19943","m","LTU",2023-03-04,"2023 Doha World Cup","qual","Doha, Qatar","HB",1,5.6,8.766,NA,14.366,"2023","TVOROGAL ROBERT"
"19944","m","LTU",2023-03-04,"2023 Doha World Cup","qual","Doha, Qatar","PB",13,5.6,7.8,NA,13.4,"2023","TVOROGAL ROBERT"
"19945","m","LTU",2023-03-04,"2023 Doha World Cup","qual","Doha, Qatar","PH",46,3.7,6.366,NA,10.066,"2023","TVOROGAL ROBERT"
"19946","m","LTU",2023-04-16,"2023 Senior European Championships","qual","Antalya, Turkey","FX",69,4.9,8.066,NA,12.966,"2023","TVOROGAL ROBERT"
"19947","m","LTU",2023-04-16,"2023 Senior European Championships","final","Antalya, Turkey","HB",6,5.8,7.3,NA,13.1,"2023","TVOROGAL ROBERT"
"19948","m","LTU",2023-04-16,"2023 Senior European Championships","qual","Antalya, Turkey","HB",6,5.5,8.2,NA,13.7,"2023","TVOROGAL ROBERT"
"19949","m","LTU",2023-04-16,"2023 Senior European Championships","qual","Antalya, Turkey","PB",63,5.9,7.1,NA,13,"2023","TVOROGAL ROBERT"
"19950","m","LTU",2023-04-16,"2023 Senior European Championships","qual","Antalya, Turkey","PH",39,4.6,8.5,NA,13.1,"2023","TVOROGAL ROBERT"
"19951","m","LTU",2023-04-16,"2023 Senior European Championships","qual","Antalya, Turkey","SR",55,4.5,8.633,NA,13.133,"2023","TVOROGAL ROBERT"
"19952","m","LTU",2023-04-16,"2023 Senior European Championships","qual","Antalya, Turkey","VT1",54,4.8,9.033,NA,13.833,"2023","TVOROGAL ROBERT"
"19953","m","JPN",2022-06-18,"2022 9th Senior Artistic Gymnastics Asian Championships","final","Doha, Qatar","FX",4,5.9,8.4,NA,14.3,"2022","TACHIBANA SHIGA"
"19954","m","JPN",2022-06-18,"2022 9th Senior Artistic Gymnastics Asian Championships","qual","Doha, Qatar","FX",6,5.9,8.133,NA,14.033,"2022","TACHIBANA SHIGA"
"19955","m","JPN",2022-06-18,"2022 9th Senior Artistic Gymnastics Asian Championships","qual","Doha, Qatar","HB",26,5.6,6.867,NA,12.467,"2022","TACHIBANA SHIGA"
"19956","m","JPN",2022-06-18,"2022 9th Senior Artistic Gymnastics Asian Championships","qual","Doha, Qatar","PB",12,6.1,7.833,NA,13.933,"2022","TACHIBANA SHIGA"
"19957","m","JPN",2022-06-18,"2022 9th Senior Artistic Gymnastics Asian Championships","qual","Doha, Qatar","PH",11,5.7,7.9,NA,13.6,"2022","TACHIBANA SHIGA"
"19958","m","JPN",2022-06-18,"2022 9th Senior Artistic Gymnastics Asian Championships","qual","Doha, Qatar","SR",16,5.3,7.967,NA,13.267,"2022","TACHIBANA SHIGA"
"19959","m","JPN",2022-06-18,"2022 9th Senior Artistic Gymnastics Asian Championships","final","Doha, Qatar","VT1",3,5.2,9.167,NA,14.367,"2022","TACHIBANA SHIGA"
