X,Gender,Country,Date,Competition,Round,Location,Apparatus,Rank,D_Score,E_Score,Penalty,Score,Year,FullName
4231,m,ARM,2023-04-16,2023 Senior European Championships,final,"Antalya, Turkey",VT2,1,5.6,9.566,NA,15.166,2023,DAVTYAN ARTUR
4232,m,ARM,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",VT2,1,5.6,9.533,NA,15.133,2023,DAVTYAN ARTUR
4233,m,ARM,2023-05-28,2023 Varna World Challenge Cup,final,"Varna, Bulgaria",FX,6,4.7,8.666,0,13.36,2023,DAVTYAN ARTUR
4234,m,ARM,2023-05-28,2023 Varna World Challenge Cup,qual,"Varna, Bulgaria",FX,3,4.7,8.65,0,13.35,2023,DAVTYAN ARTUR
4235,m,ARM,2023-05-28,2023 Varna World Challenge Cup,qual,"Varna, Bulgaria",HB,12,4.2,8.5,0,12.7,2023,DAVTYAN ARTUR
4236,m,ARM,2023-05-28,2023 Varna World Challenge Cup,final,"Varna, Bulgaria",PB,5,4.5,9.1,0,13.6,2023,DAVTYAN ARTUR
4237,m,ARM,2023-05-28,2023 Varna World Challenge Cup,qual,"Varna, Bulgaria",PB,8,4.5,9.05,0,13.55,2023,DAVTYAN ARTUR
4238,m,ARM,2023-05-28,2023 Varna World Challenge Cup,final,"Varna, Bulgaria",PH,3,5.7,8.533,0,14.23,2023,DAVTYAN ARTUR
4239,m,ARM,2023-05-28,2023 Varna World Challenge Cup,qual,"Varna, Bulgaria",PH,2,5.7,8.65,0,14.35,2023,DAVTYAN ARTUR
4240,m,ARM,2023-05-28,2023 Varna World Challenge Cup,final,"Varna, Bulgaria",SR,3,5.3,8.766,0,14.066,2023,DAVTYAN ARTUR
4241,m,ARM,2023-05-28,2023 Varna World Challenge Cup,qual,"Varna, Bulgaria",SR,5,5.3,8.6,0,13.9,2023,DAVTYAN ARTUR
4242,m,ARM,2023-05-28,2023 Varna World Challenge Cup,final,"Varna, Bulgaria",VT1,1,5.6,9.133,0,14.733,2023,DAVTYAN ARTUR
4243,m,ARM,2023-05-28,2023 Varna World Challenge Cup,qual,"Varna, Bulgaria",VT1,1,5.6,9.45,0,15.05,2023,DAVTYAN ARTUR
4244,m,ARM,2023-05-28,2023 Varna World Challenge Cup,final,"Varna, Bulgaria",VT2,1,5.6,9.266,0,14.866,2023,DAVTYAN ARTUR
4245,m,ARM,2023-05-28,2023 Varna World Challenge Cup,qual,"Varna, Bulgaria",VT2,1,5.6,8.45,0,14.05,2023,DAVTYAN ARTUR
4670,m,ISR,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,73,5.9,7.1,NA,13,2022,DOLGOPYAT ARTEM
4671,m,ISR,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,16,5.7,8.166,NA,13.866,2022,DOLGOPYAT ARTEM
4672,m,ISR,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,41,5.6,8.833,0.3,14.133,2022,DOLGOPYAT ARTEM
4673,m,ISR,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT2,12,5.2,9.066,0.1,14.166,2022,DOLGOPYAT ARTEM
4674,m,ISR,2022-08-21,2022 Senior European Championships,final,"Munich, Germany",FX,1,6.1,8.866,NA,14.966,2022,DOLGOPYAT ARTEM
4675,m,ISR,2022-08-21,2022 Senior European Championships,qual,"Munich, Germany",FX,6,6.1,8.466,0.3,14.266,2022,DOLGOPYAT ARTEM
4676,m,ISR,2022-08-21,2022 Senior European Championships,qual,"Munich, Germany",HB,55,4.7,8.133,NA,12.833,2022,DOLGOPYAT ARTEM
4677,m,ISR,2022-08-21,2022 Senior European Championships,qual,"Munich, Germany",PB,29,5.3,8.533,NA,13.833,2022,DOLGOPYAT ARTEM
4678,m,ISR,2022-08-21,2022 Senior European Championships,qual,"Munich, Germany",PH,78,5.6,6.333,NA,11.933,2022,DOLGOPYAT ARTEM
4679,m,ISR,2022-08-21,2022 Senior European Championships,qual,"Munich, Germany",SR,NA,NA,0,NA,NA,2022,DOLGOPYAT ARTEM
4680,m,ISR,2022-08-21,2022 Senior European Championships,qual,"Munich, Germany",VT1,20,5.2,9.333,0.1,14.433,2022,DOLGOPYAT ARTEM
4681,m,ISR,2022-08-21,2022 Senior European Championships,qual,"Munich, Germany",VT2,23,NA,NA,NA,NA,2022,DOLGOPYAT ARTEM
4682,m,ISR,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,final,"Antwerp, Belgium",FX,1,6.4,8.466,NA,14.866,2023,DOLGOPYAT ARTEM
4683,m,ISR,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",FX,1,6.4,8.8,0.1,15.1,2023,DOLGOPYAT ARTEM
4684,m,ISR,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",HB,42,4.7,8.6,NA,13.3,2023,DOLGOPYAT ARTEM
4685,m,ISR,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PB,53,5.2,8.666,NA,13.866,2023,DOLGOPYAT ARTEM
4686,m,ISR,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PH,39,5.7,7.8,NA,13.5,2023,DOLGOPYAT ARTEM
4687,m,ISR,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",SR,87,4.5,8.333,NA,12.833,2023,DOLGOPYAT ARTEM
4688,m,ISR,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT1,22,5.2,9.2,NA,14.4,2023,DOLGOPYAT ARTEM
4689,m,ISR,2023-02-26,2023 Cottbus World Cup,final,"Cottbus, Germany",FX,1,6.4,8.166,0.1,14.466,2023,DOLGOPYAT ARTEM
4690,m,ISR,2023-02-26,2023 Cottbus World Cup,qual,"Cottbus, Germany",FX,1,6.4,8.433,NA,14.833,2023,DOLGOPYAT ARTEM
4691,m,ISR,2023-02-26,2023 Cottbus World Cup,qual,"Cottbus, Germany",PH,25,5.7,7.9,NA,13.6,2023,DOLGOPYAT ARTEM
4692,m,ISR,2023-02-26,2023 Cottbus World Cup,final,"Cottbus, Germany",VT1,4,5.2,9.2,NA,14.4,2023,DOLGOPYAT ARTEM
4693,m,ISR,2023-02-26,2023 Cottbus World Cup,qual,"Cottbus, Germany",VT1,3,5.2,9.3,NA,14.5,2023,DOLGOPYAT ARTEM
4694,m,ISR,2023-02-26,2023 Cottbus World Cup,final,"Cottbus, Germany",VT2,4,5.2,9.366,NA,14.566,2023,DOLGOPYAT ARTEM
4695,m,ISR,2023-02-26,2023 Cottbus World Cup,qual,"Cottbus, Germany",VT2,3,5.2,9.333,NA,14.533,2023,DOLGOPYAT ARTEM
4696,m,ISR,2023-03-04,2023 Doha World Cup,qual,"Doha, Qatar",FX,1,6.4,8.2,NA,14.6,2023,DOLGOPYAT ARTEM
4697,m,ISR,2023-03-04,2023 Doha World Cup,qual,"Doha, Qatar",PH,40,5.3,6.066,NA,11.366,2023,DOLGOPYAT ARTEM
4698,m,ISR,2023-04-16,2023 Senior European Championships,final,"Antalya, Turkey",FX,2,6.1,8.566,NA,14.666,2023,DOLGOPYAT ARTEM
4699,m,ISR,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",FX,2,6.1,8.266,NA,14.366,2023,DOLGOPYAT ARTEM
4700,m,ISR,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",HB,48,4.7,8.133,NA,12.833,2023,DOLGOPYAT ARTEM
4701,m,ISR,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",PB,45,5.3,8.333,0.3,13.333,2023,DOLGOPYAT ARTEM
4702,m,ISR,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",PH,40,5.8,7.266,NA,13.066,2023,DOLGOPYAT ARTEM
4703,m,ISR,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",SR,51,4.5,8.666,NA,13.166,2023,DOLGOPYAT ARTEM
4704,m,ISR,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,62,4.8,9.066,0.1,13.766,2023,DOLGOPYAT ARTEM
4902,m,ARM,2022-03-20,2022 Cairo World Cup,qual,"Cairo, Egypt",FX,4,4.8,8.8,NA,13.6,2022,DAVTYAN ARTUR
4903,m,ARM,2022-03-20,2022 Cairo World Cup,qual,"Cairo, Egypt",FX,4,4.8,8.8,NA,13.6,2022,DAVTYAN ARTUR
4904,m,ARM,2022-03-20,2022 Cairo World Cup,final,"Cairo, Egypt",FX,7,4.8,8.2,0.3,12.7,2022,DAVTYAN ARTUR
4905,m,ARM,2022-03-20,2022 Cairo World Cup,final,"Cairo, Egypt",FX,7,4.8,8.2,0.3,12.7,2022,DAVTYAN ARTUR
4906,m,ARM,2022-03-20,2022 Cairo World Cup,final,"Cairo, Egypt",HB,6,4.4,8.8,NA,13.2,2022,DAVTYAN ARTUR
4907,m,ARM,2022-03-20,2022 Cairo World Cup,final,"Cairo, Egypt",HB,6,4.4,8.8,NA,13.2,2022,DAVTYAN ARTUR
4908,m,ARM,2022-03-20,2022 Cairo World Cup,qual,"Cairo, Egypt",HB,7,4.4,8.633,NA,13.033,2022,DAVTYAN ARTUR
4909,m,ARM,2022-03-20,2022 Cairo World Cup,qual,"Cairo, Egypt",HB,7,4.4,8.633,NA,13.033,2022,DAVTYAN ARTUR
4910,m,ARM,2022-03-20,2022 Cairo World Cup,qual,"Cairo, Egypt",PB,15,4.5,8.9,NA,13.4,2022,DAVTYAN ARTUR
4911,m,ARM,2022-03-20,2022 Cairo World Cup,qual,"Cairo, Egypt",PB,15,4.5,8.9,NA,13.4,2022,DAVTYAN ARTUR
4912,m,ARM,2022-03-20,2022 Cairo World Cup,qual,"Cairo, Egypt",PH,39,4.6,6.066,NA,10.666,2022,DAVTYAN ARTUR
4913,m,ARM,2022-03-20,2022 Cairo World Cup,qual,"Cairo, Egypt",PH,39,4.6,6.066,NA,10.666,2022,DAVTYAN ARTUR
4914,m,ARM,2022-03-20,2022 Cairo World Cup,final,"Cairo, Egypt",VT1,1,5.6,9.366,NA,14.966,2022,DAVTYAN ARTUR
4915,m,ARM,2022-03-20,2022 Cairo World Cup,final,"Cairo, Egypt",VT1,1,5.6,9.366,NA,14.966,2022,DAVTYAN ARTUR
4916,m,ARM,2022-03-20,2022 Cairo World Cup,qual,"Cairo, Egypt",VT1,2,5.6,9.3,NA,14.9,2022,DAVTYAN ARTUR
4917,m,ARM,2022-03-20,2022 Cairo World Cup,qual,"Cairo, Egypt",VT1,2,5.6,9.3,NA,14.9,2022,DAVTYAN ARTUR
4918,m,ARM,2022-03-20,2022 Cairo World Cup,qual,"Cairo, Egypt",VT2,2,4.8,9.5,NA,14.3,2022,DAVTYAN ARTUR
4919,m,ARM,2022-03-20,2022 Cairo World Cup,qual,"Cairo, Egypt",VT2,2,4.8,9.5,NA,14.3,2022,DAVTYAN ARTUR
4920,m,ARM,2022-03-20,2022 Cairo World Cup,final,"Cairo, Egypt",VT2,1,5.6,9.4,NA,15,2022,DAVTYAN ARTUR
4921,m,ARM,2022-03-20,2022 Cairo World Cup,final,"Cairo, Egypt",VT2,1,5.6,9.4,NA,15,2022,DAVTYAN ARTUR
4922,m,ARM,2022-02-27,2022 Cottbus World Cup,qual,"Cottbus, Germany",PH,11,6,7.666,NA,13.666,2022,DAVTYAN ARTUR
4923,m,ARM,2022-02-27,2022 Cottbus World Cup,qual,"Cottbus, Germany",PH,11,6,7.666,NA,13.666,2022,DAVTYAN ARTUR
4924,m,ARM,2022-02-27,2022 Cottbus World Cup,qual,"Cottbus, Germany",VT1,4,5.6,9.1,NA,14.7,2022,DAVTYAN ARTUR
4925,m,ARM,2022-02-27,2022 Cottbus World Cup,qual,"Cottbus, Germany",VT1,4,5.6,9.1,NA,14.7,2022,DAVTYAN ARTUR
4926,m,ARM,2022-02-27,2022 Cottbus World Cup,final,"Cottbus, Germany",VT1,1,5.6,9.5,NA,15.1,2022,DAVTYAN ARTUR
4927,m,ARM,2022-02-27,2022 Cottbus World Cup,final,"Cottbus, Germany",VT1,1,5.6,9.5,NA,15.1,2022,DAVTYAN ARTUR
4928,m,ARM,2022-02-27,2022 Cottbus World Cup,qual,"Cottbus, Germany",VT2,4,5.6,8.766,0.1,14.266,2022,DAVTYAN ARTUR
4929,m,ARM,2022-02-27,2022 Cottbus World Cup,qual,"Cottbus, Germany",VT2,4,5.6,8.766,0.1,14.266,2022,DAVTYAN ARTUR
4930,m,ARM,2022-02-27,2022 Cottbus World Cup,final,"Cottbus, Germany",VT2,1,5.6,9.266,NA,14.866,2022,DAVTYAN ARTUR
4931,m,ARM,2022-02-27,2022 Cottbus World Cup,final,"Cottbus, Germany",VT2,1,5.6,9.266,NA,14.866,2022,DAVTYAN ARTUR
4932,m,ARM,2022-03-05,2022 Doha World Cup,qual,"Doha, Qatar",VT1,9,5.6,9.233,NA,14.833,2022,DAVTYAN ARTUR
4933,m,ARM,2022-03-05,2022 Doha World Cup,qual,"Doha, Qatar",VT1,9,5.6,9.233,NA,14.833,2022,DAVTYAN ARTUR
4934,m,ARM,2022-03-05,2022 Doha World Cup,final,"Doha, Qatar",VT1,1,5.6,9.433,NA,15.033,2022,DAVTYAN ARTUR
4935,m,ARM,2022-03-05,2022 Doha World Cup,final,"Doha, Qatar",VT1,1,5.6,9.433,NA,15.033,2022,DAVTYAN ARTUR
4936,m,ARM,2022-03-05,2022 Doha World Cup,final,"Doha, Qatar",VT2,1,5.6,9.433,NA,15.033,2022,DAVTYAN ARTUR
4937,m,ARM,2022-03-05,2022 Doha World Cup,final,"Doha, Qatar",VT2,1,5.6,9.433,NA,15.033,2022,DAVTYAN ARTUR
4938,m,ARM,2022-03-05,2022 Doha World Cup,qual,"Doha, Qatar",VT2,9,5.2,8.166,NA,13.366,2022,DAVTYAN ARTUR
4939,m,ARM,2022-03-05,2022 Doha World Cup,qual,"Doha, Qatar",VT2,9,5.2,8.166,NA,13.366,2022,DAVTYAN ARTUR
4940,m,ARM,2023-06-11,2023 Osijek World Challenge Cup,qual,"Osijek, Croatia.",FX,9,4.8,8.85,NA,13.65,2023,DAVTYAN ARTUR
4941,m,ARM,2023-06-11,2023 Osijek World Challenge Cup,qual,"Osijek, Croatia.",FX,9,4.8,8.85,NA,13.65,2023,DAVTYAN ARTUR
4942,m,ARM,2023-06-11,2023 Osijek World Challenge Cup,qual,"Osijek, Croatia.",PB,8,4.6,9.15,NA,13.75,2023,DAVTYAN ARTUR
4943,m,ARM,2023-06-11,2023 Osijek World Challenge Cup,qual,"Osijek, Croatia.",PB,8,4.6,9.15,NA,13.75,2023,DAVTYAN ARTUR
4944,m,ARM,2023-06-11,2023 Osijek World Challenge Cup,final,"Osijek, Croatia.",PB,8,4.5,9.233,NA,13.733,2023,DAVTYAN ARTUR
4945,m,ARM,2023-06-11,2023 Osijek World Challenge Cup,final,"Osijek, Croatia.",PB,8,4.5,9.233,NA,13.733,2023,DAVTYAN ARTUR
4946,m,ARM,2023-06-11,2023 Osijek World Challenge Cup,qual,"Osijek, Croatia.",PH,7,5.8,8.2,NA,14,2023,DAVTYAN ARTUR
4947,m,ARM,2023-06-11,2023 Osijek World Challenge Cup,qual,"Osijek, Croatia.",PH,7,5.8,8.2,NA,14,2023,DAVTYAN ARTUR
4948,m,ARM,2023-06-11,2023 Osijek World Challenge Cup,final,"Osijek, Croatia.",PH,2,5.7,8.9,NA,14.6,2023,DAVTYAN ARTUR
4949,m,ARM,2023-06-11,2023 Osijek World Challenge Cup,final,"Osijek, Croatia.",PH,2,5.7,8.9,NA,14.6,2023,DAVTYAN ARTUR
4950,m,ARM,2023-06-11,2023 Osijek World Challenge Cup,final,"Osijek, Croatia.",VT1,1,5.6,9.366,0.1,14.866,2023,DAVTYAN ARTUR
4951,m,ARM,2023-06-11,2023 Osijek World Challenge Cup,final,"Osijek, Croatia.",VT1,1,5.6,9.366,0.1,14.866,2023,DAVTYAN ARTUR
4952,m,ARM,2023-06-11,2023 Osijek World Challenge Cup,qual,"Osijek, Croatia.",VT1,2,5.6,8.9,0.1,14.4,2023,DAVTYAN ARTUR
4953,m,ARM,2023-06-11,2023 Osijek World Challenge Cup,qual,"Osijek, Croatia.",VT1,2,5.6,8.9,0.1,14.4,2023,DAVTYAN ARTUR
4954,m,ARM,2023-06-11,2023 Osijek World Challenge Cup,final,"Osijek, Croatia.",VT2,1,5.6,9.6,NA,15.2,2023,DAVTYAN ARTUR
4955,m,ARM,2023-06-11,2023 Osijek World Challenge Cup,final,"Osijek, Croatia.",VT2,1,5.6,9.6,NA,15.2,2023,DAVTYAN ARTUR
4956,m,ARM,2023-06-11,2023 Osijek World Challenge Cup,qual,"Osijek, Croatia.",VT2,2,5.6,9.35,NA,14.95,2023,DAVTYAN ARTUR
4957,m,ARM,2023-06-11,2023 Osijek World Challenge Cup,qual,"Osijek, Croatia.",VT2,2,5.6,9.35,NA,14.95,2023,DAVTYAN ARTUR
5141,m,ISR,2022-04-03,2022 Baku World Cup,final,"Baku, Azerbaijan",FX,1,6.1,8.7,0.1,14.7,2022,DOLGOPYAT ARTEM
5142,m,ISR,2022-04-03,2022 Baku World Cup,qual,"Baku, Azerbaijan",FX,1,6.1,8.766,NA,14.866,2022,DOLGOPYAT ARTEM
5143,m,ISR,2022-04-03,2022 Baku World Cup,qual,"Baku, Azerbaijan",PH,14,6.1,7.666,NA,13.766,2022,DOLGOPYAT ARTEM
5144,m,ISR,2022-04-03,2022 Baku World Cup,final,"Baku, Azerbaijan",VT1,3,5.6,9,NA,14.6,2022,DOLGOPYAT ARTEM
5145,m,ISR,2022-04-03,2022 Baku World Cup,qual,"Baku, Azerbaijan",VT1,6,5.2,9.266,NA,14.466,2022,DOLGOPYAT ARTEM
5146,m,ISR,2022-04-03,2022 Baku World Cup,qual,"Baku, Azerbaijan",VT2,6,5.2,9.066,NA,14.266,2022,DOLGOPYAT ARTEM
5147,m,ISR,2022-04-03,2022 Baku World Cup,final,"Baku, Azerbaijan",VT2,3,5.2,9.1,NA,14.3,2022,DOLGOPYAT ARTEM
5148,m,ISR,2022-03-20,2022 Cairo World Cup,qual,"Cairo, Egypt",FX,3,6.1,7.966,NA,14.066,2022,DOLGOPYAT ARTEM
5149,m,ISR,2022-03-20,2022 Cairo World Cup,final,"Cairo, Egypt",FX,1,6.1,8.4,NA,14.5,2022,DOLGOPYAT ARTEM
5150,m,ISR,2022-03-20,2022 Cairo World Cup,qual,"Cairo, Egypt",PH,13,5.7,7.666,NA,13.366,2022,DOLGOPYAT ARTEM
5151,m,ISR,2022-03-20,2022 Cairo World Cup,qual,"Cairo, Egypt",VT1,3,5.2,9.366,NA,14.566,2022,DOLGOPYAT ARTEM
5152,m,ISR,2022-03-20,2022 Cairo World Cup,final,"Cairo, Egypt",VT1,3,5.6,9.2,0.1,14.7,2022,DOLGOPYAT ARTEM
5153,m,ISR,2022-03-20,2022 Cairo World Cup,final,"Cairo, Egypt",VT2,3,5.2,9,NA,14.2,2022,DOLGOPYAT ARTEM
5154,m,ISR,2022-03-20,2022 Cairo World Cup,qual,"Cairo, Egypt",VT2,3,5.2,9.133,NA,14.333,2022,DOLGOPYAT ARTEM
5155,m,ISR,2022-02-27,2022 Cottbus World Cup,final,"Cottbus, Germany",FX,6,5.9,7.7,0.2,13.4,2022,DOLGOPYAT ARTEM
5156,m,ISR,2022-02-27,2022 Cottbus World Cup,qual,"Cottbus, Germany",FX,1,6.1,8.7,NA,14.8,2022,DOLGOPYAT ARTEM
5157,m,ISR,2022-02-27,2022 Cottbus World Cup,qual,"Cottbus, Germany",VT1,9,5.2,9.133,0.1,14.233,2022,DOLGOPYAT ARTEM
5158,m,ISR,2022-02-27,2022 Cottbus World Cup,final,"Cottbus, Germany",VT1,7,5.2,8.066,NA,13.266,2022,DOLGOPYAT ARTEM
5159,m,ISR,2022-02-27,2022 Cottbus World Cup,qual,"Cottbus, Germany",VT2,9,5.2,8.766,NA,13.966,2022,DOLGOPYAT ARTEM
5160,m,ISR,2022-02-27,2022 Cottbus World Cup,final,"Cottbus, Germany",VT2,7,5.2,9.133,NA,14.333,2022,DOLGOPYAT ARTEM
5161,m,ISR,2022-03-05,2022 Doha World Cup,final,"Doha, Qatar",FX,1,6.1,8.633,NA,14.733,2022,DOLGOPYAT ARTEM
5162,m,ISR,2022-03-05,2022 Doha World Cup,qual,"Doha, Qatar",FX,1,6.1,8.566,NA,14.666,2022,DOLGOPYAT ARTEM
5163,m,ISR,2022-03-05,2022 Doha World Cup,final,"Doha, Qatar",PH,6,6,7.133,NA,13.133,2022,DOLGOPYAT ARTEM
5164,m,ISR,2022-03-05,2022 Doha World Cup,qual,"Doha, Qatar",PH,5,6,8.166,NA,14.166,2022,DOLGOPYAT ARTEM
5165,m,ISR,2022-03-05,2022 Doha World Cup,qual,"Doha, Qatar",VT1,4,5.2,9.566,NA,14.766,2022,DOLGOPYAT ARTEM
5166,m,ISR,2022-03-05,2022 Doha World Cup,final,"Doha, Qatar",VT1,7,5.2,9.033,NA,14.233,2022,DOLGOPYAT ARTEM
5167,m,ISR,2022-03-05,2022 Doha World Cup,qual,"Doha, Qatar",VT2,4,5.2,9.033,NA,14.233,2022,DOLGOPYAT ARTEM
5168,m,ISR,2022-03-05,2022 Doha World Cup,final,"Doha, Qatar",VT2,7,5.2,9.2,NA,14.4,2022,DOLGOPYAT ARTEM
5169,m,ISR,2022-06-12,2022 Osijek World Challenge Cup,qual,"Osijek, Croatia",FX,31,6.1,5.45,0.6,10.95,2022,DOLGOPYAT ARTEM
5170,m,ISR,2022-06-12,2022 Osijek World Challenge Cup,qual,"Osijek, Croatia",PH,NA,5.7,8.05,NA,13.75,2022,DOLGOPYAT ARTEM
5171,m,ISR,2022-06-12,2022 Osijek World Challenge Cup,final,"Osijek, Croatia",PH,7,6,6.9,NA,12.9,2022,DOLGOPYAT ARTEM
5172,m,ISR,2022-06-12,2022 Osijek World Challenge Cup,qual,"Osijek, Croatia",VT1,10,5.2,9.25,NA,14.45,2022,DOLGOPYAT ARTEM
5173,m,ISR,2022-06-12,2022 Osijek World Challenge Cup,qual,"Osijek, Croatia",VT2,10,5.2,8,0.1,13.1,2022,DOLGOPYAT ARTEM
5174,m,ISR,2022-09-25,2022 Paris World Challenge Cup,final,"Paris, France",FX,8,6.3,5.8,0.2,11.9,2022,DOLGOPYAT ARTEM
5175,m,ISR,2022-09-25,2022 Paris World Challenge Cup,qual,"Paris, France",FX,1,6.5,8.55,0.1,14.95,2022,DOLGOPYAT ARTEM
5176,m,ISR,2022-09-25,2022 Paris World Challenge Cup,qual,"Paris, France",PH,25,5.3,7.4,NA,12.7,2022,DOLGOPYAT ARTEM
5177,m,ISR,2022-09-25,2022 Paris World Challenge Cup,qual,"Paris, France",VT1,3,5.2,9.05,NA,14.25,2022,DOLGOPYAT ARTEM
5178,m,ISR,2022-09-25,2022 Paris World Challenge Cup,final,"Paris, France",VT1,3,5.2,8.95,NA,14.15,2022,DOLGOPYAT ARTEM
5179,m,ISR,2022-09-25,2022 Paris World Challenge Cup,qual,"Paris, France",VT2,3,5.2,9.3,NA,14.5,2022,DOLGOPYAT ARTEM
5180,m,ISR,2022-09-25,2022 Paris World Challenge Cup,final,"Paris, France",VT2,3,5.2,9.3,NA,14.5,2022,DOLGOPYAT ARTEM
5181,m,ISR,2022-10-02,2022 Szombathely World Challenge Cup,final,"Szombathely, Hungary",FX,4,6.5,8.1,0.1,14.5,2022,DOLGOPYAT ARTEM
5182,m,ISR,2022-10-02,2022 Szombathely World Challenge Cup,qual,"Szombathely, Hungary",FX,1,6.5,8.65,NA,15.15,2022,DOLGOPYAT ARTEM
5183,m,ISR,2022-10-02,2022 Szombathely World Challenge Cup,final,"Szombathely, Hungary",PH,4,5.7,8.233,NA,13.933,2022,DOLGOPYAT ARTEM
5184,m,ISR,2022-10-02,2022 Szombathely World Challenge Cup,qual,"Szombathely, Hungary",PH,5,5.8,8.5,NA,14.3,2022,DOLGOPYAT ARTEM
5185,m,ISR,2022-10-02,2022 Szombathely World Challenge Cup,final,"Szombathely, Hungary",VT1,7,5.2,7.8,0.1,12.9,2022,DOLGOPYAT ARTEM
5186,m,ISR,2022-10-02,2022 Szombathely World Challenge Cup,qual,"Szombathely, Hungary",VT1,1,5.2,9.45,NA,14.65,2022,DOLGOPYAT ARTEM
5187,m,ISR,2022-10-02,2022 Szombathely World Challenge Cup,final,"Szombathely, Hungary",VT2,7,5.2,8.9,NA,14.1,2022,DOLGOPYAT ARTEM
5188,m,ISR,2022-10-02,2022 Szombathely World Challenge Cup,qual,"Szombathely, Hungary",VT2,1,5.2,9.35,NA,14.55,2022,DOLGOPYAT ARTEM
9114,m,KAZ,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",FX,8,6,6.1,NA,12.1,2022,KARIMI MILAD
9115,m,KAZ,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,3,6.3,8.433,NA,14.733,2022,KARIMI MILAD
9116,m,KAZ,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,19,6.1,7.733,NA,13.833,2022,KARIMI MILAD
9117,m,KAZ,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,86,5.2,6.966,NA,12.166,2022,KARIMI MILAD
9118,m,KAZ,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,37,5.2,9.1,0.1,14.2,2022,KARIMI MILAD
9119,m,KAZ,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,final,"Antwerp, Belgium",FX,3,6.3,8.3,NA,14.6,2023,KARIMI MILAD
9120,m,KAZ,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",FX,7,6.3,8.3,0.1,14.5,2023,KARIMI MILAD
9121,m,KAZ,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,final,"Antwerp, Belgium",HB,4,6.3,8.133,NA,14.433,2023,KARIMI MILAD
9122,m,KAZ,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",HB,2,6.3,8.3,NA,14.6,2023,KARIMI MILAD
9123,m,KAZ,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PB,31,5.9,8.3,NA,14.2,2023,KARIMI MILAD
9124,m,KAZ,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PH,97,4.9,7.3,NA,12.2,2023,KARIMI MILAD
9125,m,KAZ,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",SR,60,4.4,8.766,NA,13.166,2023,KARIMI MILAD
9126,m,KAZ,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT1,11,5.2,9.366,NA,14.566,2023,KARIMI MILAD
9127,m,KAZ,2023-03-12,2023 Baku World Cup,final,"Baku, Azerbaijan",FX,1,6.3,7.9,NA,14.2,2023,KARIMI MILAD
9128,m,KAZ,2023-03-12,2023 Baku World Cup,qual,"Baku, Azerbaijan",FX,3,6.3,7.933,NA,14.233,2023,KARIMI MILAD
9129,m,KAZ,2023-03-12,2023 Baku World Cup,qual,"Baku, Azerbaijan",HB,13,6.3,7.1,NA,13.4,2023,KARIMI MILAD
9130,m,KAZ,2023-03-12,2023 Baku World Cup,qual,"Baku, Azerbaijan",PB,31,5.2,6.566,NA,11.766,2023,KARIMI MILAD
